,track_popularity,danceability,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,loudness_energy_combined
30093,47,0.585,0.134,0.00991,0.0,0.0448,0.579,173.934,275987,-1.868
27040,32,0.903,0.0622,0.592,0.0124,0.104,0.372,108.046,162442,-7.2170000000000005
22690,70,0.737,0.027,0.0588,9.12e-06,0.0542,0.967,104.409,197147,-6.497000000000001
14979,59,0.273,0.0306,0.0241,0.0,0.0922,0.232,81.814,287320,-4.5375
11965,68,0.421,0.0963,0.0134,0.0,0.067,0.491,173.255,206773,-1.8385
19362,62,0.447,0.333,0.902,0.0,0.108,0.864,85.129,149547,-3.7140000000000004
10554,43,0.579,0.432,0.121,0.000623,0.309,0.448,147.724,206087,-1.589
25861,41,0.741,0.0314,0.0367,0.00184,0.0496,0.533,129.896,248240,-3.8764999999999996
31399,28,0.663,0.0384,0.105,0.00356,0.371,0.16,127.97,335701,-1.8710000000000002
19411,61,0.743,0.06,0.423,0.0,0.325,0.828,82.061,218000,-2.613
15798,25,0.511,0.149,0.00117,0.00813,0.107,0.756,134.917,196572,-2.251
4746,44,0.478,0.0347,0.304,0.00318,0.0753,0.0875,89.851,253792,-4.729
1150,55,0.57,0.0314,0.0104,0.446,0.0905,0.437,115.037,214987,-3.8080000000000003
27444,40,0.886,0.11,0.0021,0.593,0.0282,0.49,123.018,273988,-2.608
24833,76,0.868,0.288,0.303,0.0,0.284,0.67,88.641,304600,-2.0140000000000002
25758,2,0.55,0.0363,0.00957,0.0228,0.0712,0.247,117.951,379227,-5.6514999999999995
7383,17,0.876,0.0953,0.036,0.0,0.145,0.128,129.993,236627,-2.224
29959,53,0.705,0.0375,0.197,4.64e-06,0.158,0.502,99.957,167144,-1.4645
28164,15,0.531,0.0937,0.796,0.951,0.122,0.689,143.995,33900,-4.071999999999999
1839,48,0.602,0.0395,0.00251,0.000117,0.299,0.25,116.062,208347,-2.6165
19466,28,0.659,0.0595,0.0383,0.176,0.102,0.652,179.985,252107,-1.6869999999999998
18605,1,0.51,0.186,0.89,0.0,0.114,0.4,168.104,256366,-4.238
18598,36,0.907,0.141,0.15,1.45e-05,0.211,0.82,103.987,173451,-3.3325
19170,42,0.679,0.158,0.0203,0.0,0.15,0.73,178.026,272823,-4.203
14490,45,0.24,0.0505,0.034,0.0,0.127,0.875,180.03,168053,-2.762
30848,54,0.834,0.0893,0.0323,0.0031,0.096,0.703,115.993,159154,-1.512
2175,77,0.49,0.0409,0.255,7.21e-06,0.3,0.363,89.974,258827,-2.206
25994,48,0.612,0.0278,0.021,0.951,0.0987,0.546,115.111,214063,-3.295
15355,9,0.439,0.0695,0.0113,0.0,0.133,0.884,176.711,199907,-2.971
7884,39,0.8,0.254,0.00436,0.0,0.109,0.674,92.064,254533,-4.4665
7074,34,0.851,0.352,0.00621,0.000744,0.0595,0.517,170.034,166027,-4.528
15730,68,0.552,0.0787,0.000108,0.309,0.846,0.619,139.941,229840,-0.7835000000000001
20065,13,0.821,0.274,0.0884,0.0,0.175,0.76,87.099,261720,-3.8114999999999997
10916,64,0.731,0.249,0.00432,0.0,0.0556,0.351,149.963,179200,-2.2425
30267,92,0.511,0.2,0.349,0.0,0.34,0.218,83.903,239836,-3.3320000000000003
30860,3,0.564,0.055,0.439,0.0,0.163,0.26,119.907,233337,-2.4429999999999996
28293,43,0.87,0.157,0.0753,0.27,0.251,0.302,122.0,160328,-1.329
32365,1,0.586,0.0829,0.000704,0.396,0.16,0.219,127.983,209883,-2.1255
26574,74,0.765,0.139,0.0279,1.02e-06,0.571,0.506,92.409,298773,-8.4135
20747,74,0.594,0.0677,0.00188,0.000139,0.0869,0.344,130.064,205746,-2.7510000000000003
27450,56,0.801,0.132,0.28,0.929,0.141,0.902,94.0,275751,-3.355
11874,5,0.599,0.0475,0.888,0.000612,0.121,0.317,125.388,280493,-11.4355
8215,41,0.808,0.0535,0.113,0.0,0.0815,0.418,80.004,182467,-2.0095
21023,72,0.724,0.0966,0.0786,0.0,0.226,0.846,90.999,200813,-1.225
3950,26,0.812,0.0441,0.525,0.0886,0.102,0.596,121.956,205063,-4.279
14982,59,0.372,0.0461,0.0608,9.01e-05,0.187,0.389,146.08,312400,-3.4795
159,8,0.432,0.062,0.0342,6.59e-06,0.14,0.193,139.42,242520,-2.1565
8768,29,0.669,0.437,0.202,0.0,0.421,0.766,111.805,251587,-2.927
22914,58,0.506,0.249,0.161,0.0,0.114,0.394,163.239,169756,-1.5765
21227,19,0.791,0.0389,0.0751,2.96e-05,0.0741,0.46,121.963,193773,-2.492
32726,19,0.61,0.0519,0.0262,0.379,0.421,0.1,130.026,188327,-2.865
27395,20,0.962,0.215,0.0976,0.00253,0.0655,0.907,124.902,169802,-3.8130000000000006
28943,32,0.6,0.0642,0.000234,0.823,0.337,0.277,150.022,169819,-1.8725
19668,53,0.718,0.0441,0.0241,2.54e-06,0.0565,0.727,91.998,213240,-1.9449999999999998
4266,41,0.686,0.0322,0.405,0.0892,0.108,0.322,96.975,173646,-3.899
28556,48,0.623,0.0364,0.0342,0.853,0.862,0.679,127.988,269907,-0.21899999999999997
4690,60,0.723,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,-1.136
16709,29,0.47,0.045,0.901,0.00105,0.108,0.573,112.883,237972,-5.1105
19799,76,0.602,0.0446,0.731,0.0,0.0808,0.518,73.877,194853,-2.918
4082,46,0.754,0.0392,0.366,4.93e-06,0.111,0.765,117.947,203095,-1.693
11869,43,0.558,0.0281,0.369,1.79e-05,0.161,0.605,114.969,166400,-6.502
30972,68,0.77,0.0814,0.139,0.0,0.0829,0.872,93.97,195453,-2.3315
12493,76,0.481,0.0414,0.735,0.0114,0.832,0.375,122.883,334744,-7.734
19093,76,0.691,0.228,0.316,0.0,0.0808,0.672,169.884,225013,-1.7620000000000002
17111,8,0.6,0.0351,0.18,0.0,0.0862,0.396,95.016,221442,-1.69
1271,74,0.668,0.266,0.0102,0.000479,0.0561,0.729,191.944,210227,-2.701
14578,68,0.598,0.0807,0.00947,0.0,0.347,0.482,103.966,187133,-2.1155
13613,61,0.706,0.041,0.00802,0.0319,0.195,0.636,105.893,247829,-3.4405
1114,79,0.558,0.0959,0.371,7.49e-06,0.109,0.62,78.558,180387,-4.3315
4307,42,0.213,0.0492,0.615,0.000108,0.192,0.134,165.571,240000,-2.0875000000000004
25632,58,0.784,0.0632,0.551,0.000607,0.0899,0.715,81.676,188385,-4.047499999999999
18664,76,0.851,0.0565,0.238,1.93e-05,0.105,0.732,103.982,259600,-1.6750000000000003
11742,83,0.31,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,-2.489
2502,7,0.58,0.0573,0.00537,6.62e-06,0.145,0.366,129.998,239999,-1.015
20091,100,0.824,0.0924,0.692,0.000104,0.149,0.513,98.027,209438,-2.906
9817,45,0.857,0.077,0.374,0.0,0.133,0.0749,123.091,115122,-2.8965
26064,8,0.639,0.0768,0.158,0.0,0.304,0.844,139.218,226853,-5.1665
18739,24,0.718,0.0401,0.0137,0.0,0.103,0.316,107.994,211667,-2.7375000000000003
411,21,0.763,0.0626,0.0298,1.9e-05,0.652,0.953,143.994,211547,-1.7065000000000001
8123,67,0.744,0.0757,0.327,0.0,0.116,0.27,119.976,319973,-5.49
14753,56,0.584,0.0572,0.00429,0.00022,0.118,0.389,112.036,212317,-2.053
7504,74,0.674,0.0676,0.00178,0.0071,0.0754,0.918,129.804,121160,-3.057
11185,91,0.881,0.156,0.0327,0.0,0.231,0.296,136.97,198913,-3.8670000000000004
31346,80,0.503,0.047,0.579,1.49e-06,0.0712,0.458,88.335,207030,-2.1935000000000002
15773,36,0.41,0.0384,0.00339,0.0,0.114,0.518,158.102,191987,-2.3825
32032,15,0.441,0.0657,0.00349,0.0,0.275,0.164,120.127,232026,-2.799
6597,72,0.798,0.323,0.0267,0.0,0.342,0.732,109.83,152907,-1.2535
26239,39,0.729,0.124,0.207,0.208,0.1,0.506,95.984,186507,-5.2684999999999995
7982,66,0.665,0.223,0.0394,0.0,0.227,0.887,84.099,293973,-1.8860000000000001
8270,68,0.469,0.122,0.224,0.0,0.13,0.444,125.999,233061,-2.855
9897,56,0.936,0.393,0.0213,0.0,0.111,0.168,129.999,166910,-4.61
24912,45,0.68,0.0291,0.112,0.0,0.0316,0.701,82.186,304027,-8.1325
3376,23,0.238,0.0364,5.98e-05,0.0,0.112,0.51,74.994,220275,-3.4185000000000003
9926,65,0.881,0.0813,0.267,0.00253,0.109,0.272,119.994,131500,-0.025999999999999968
7946,25,0.603,0.0314,0.000132,0.0322,0.202,0.542,124.01,280867,-2.3865
32680,34,0.68,0.285,0.00098,0.643,0.347,0.249,130.036,127846,-0.7115
29000,40,0.7,0.187,0.0811,0.338,0.577,0.264,139.969,203768,-1.15
17770,62,0.735,0.141,0.0203,2.08e-05,0.0941,0.622,94.075,209362,-1.5065
11388,21,0.655,0.0293,0.467,6.26e-06,0.128,0.655,144.983,274600,-7.758500000000001
271,61,0.382,0.0374,0.00236,5.24e-05,0.108,0.151,127.816,234609,-1.3555
20565,43,0.744,0.0378,0.0418,0.000942,0.0326,0.934,116.05,264467,-5.035
10111,43,0.763,0.229,0.363,0.0,0.341,0.373,128.052,262500,-2.4789999999999996
7157,10,0.711,0.285,0.0152,0.0,0.229,0.547,88.66,221227,-3.8914999999999997
27571,71,0.687,0.0328,0.0536,9.29e-05,0.16,0.607,127.033,188656,-2.7415000000000003
5634,50,0.78,0.161,0.818,0.697,0.126,0.624,86.111,173023,-4.6145
11967,75,0.855,0.0336,0.0505,0.00714,0.105,0.64,111.97,177466,-2.0010000000000003
2625,38,0.863,0.0847,0.142,3.42e-05,0.457,0.751,117.911,190174,-3.2765
3395,26,0.71,0.0272,0.126,1.68e-05,0.142,0.766,132.96,340507,-6.1805
15775,30,0.297,0.135,0.00366,0.0,0.113,0.227,131.333,115000,-1.561
12686,31,0.484,0.0415,0.00144,0.0013,0.217,0.638,106.645,134467,-3.322
10093,53,0.771,0.376,0.111,0.0,0.205,0.662,159.951,260179,-2.2815
28147,15,0.686,0.0769,0.0191,0.749,0.0808,0.387,128.0,166875,-2.964
14935,71,0.6,0.0734,0.0296,7.1e-05,0.392,0.542,140.123,270427,-1.858
18928,62,0.86,0.0974,0.0827,0.00197,0.26,0.871,93.992,303543,-2.858
5735,47,0.527,0.307,0.893,0.919,0.1,0.805,170.397,118933,-5.765000000000001
1014,33,0.724,0.0367,0.229,0.0507,0.0846,0.238,124.974,199159,-2.286
25407,20,0.705,0.0274,0.00528,0.908,0.11,0.458,87.048,247015,-7.234
29419,61,0.554,0.0895,0.00197,0.17,0.352,0.421,126.132,139048,-2.0229999999999997
3875,78,0.732,0.0929,0.0828,0.0,0.323,0.771,145.034,177670,-0.6720000000000002
6437,77,0.502,0.317,0.255,0.0,0.65,0.739,169.021,243491,-1.796
688,81,0.561,0.0322,0.106,0.0,0.123,0.675,160.019,219367,-1.7885000000000002
20337,73,0.803,0.0954,0.442,1.15e-06,0.634,0.562,140.057,273321,-2.6500000000000004
21440,88,0.768,0.307,0.113,0.0,0.107,0.777,154.187,144935,-1.028
15326,52,0.439,0.0627,0.0275,0.00579,0.394,0.359,179.997,257707,-3.621
20503,60,0.553,0.0782,0.375,0.0,0.267,0.687,85.1,309587,-2.1025
19654,54,0.568,0.0444,0.17,0.0,0.417,0.414,159.952,243133,-3.892
2050,46,0.636,0.032,0.00488,1.52e-06,0.0928,0.609,125.006,248314,-3.9259999999999997
26282,29,0.709,0.445,0.0515,0.0,0.326,0.74,120.115,225000,-1.7890000000000001
11459,33,0.605,0.0288,0.124,0.844,0.162,0.692,114.055,341093,-2.938
5643,42,0.775,0.273,0.478,0.925,0.113,0.784,88.969,107865,-6.9008
23771,84,0.703,0.0752,0.342,0.0,0.123,0.475,153.848,114893,-2.776
9540,45,0.896,0.306,0.0206,0.0,0.103,0.683,90.353,286511,-6.1685
12885,9,0.429,0.14,0.406,0.00011,0.409,0.543,160.499,266240,-4.507999999999999
2915,12,0.694,0.185,0.0265,0.00212,0.412,0.413,125.076,270720,-1.0574999999999999
20283,79,0.672,0.316,0.125,0.0261,0.183,0.62,75.233,182816,-2.499
6465,57,0.72,0.041,0.00891,0.867,0.0919,0.0398,123.006,162936,-7.4655000000000005
23361,69,0.576,0.317,0.353,0.000363,0.0512,0.908,90.012,224427,-1.5505
24550,49,0.708,0.0422,0.0152,3.43e-05,0.0373,0.814,111.574,247840,-5.272500000000001
20411,76,0.728,0.137,0.0401,0.0,0.111,0.535,65.043,214240,-2.1885
12683,31,0.359,0.0329,0.659,0.000167,0.0999,0.195,146.655,477018,-4.9025
6808,37,0.615,0.611,0.794,0.0,0.917,0.773,81.116,195361,-3.24
3097,79,0.745,0.0526,0.00522,5.25e-06,0.123,0.17,111.002,212027,-2.8785
8434,49,0.595,0.132,0.0498,0.0,0.122,0.434,150.774,236648,-3.8185
9493,31,0.785,0.26,0.039,0.0,0.114,0.588,95.944,213469,-2.232
23483,56,0.507,0.427,0.0804,0.0,0.297,0.696,189.833,186107,-1.466
31259,53,0.754,0.0362,0.0239,0.00576,0.0826,0.523,119.98,204787,-2.5915
6048,73,0.673,0.278,0.0387,0.00206,0.194,0.774,151.468,221840,-3.9704999999999995
10553,55,0.604,0.137,0.0104,0.292,0.338,0.563,135.02,217333,-0.8239999999999998
13807,68,0.585,0.0556,0.00242,0.00686,0.0866,0.428,118.211,237040,-2.5205
12707,64,0.629,0.0246,0.66,0.000617,0.173,0.472,83.886,192200,-5.3895
12443,73,0.38,0.0378,0.00298,0.0294,0.104,0.491,99.437,274133,-5.1005
3041,66,0.639,0.0334,0.0386,0.0829,0.108,0.317,135.002,206067,-1.275
28407,55,0.639,0.107,0.00403,0.00336,0.336,0.168,130.046,224769,-1.8355000000000001
9449,47,0.82,0.141,0.436,0.0,0.191,0.689,142.049,182441,-1.648
4804,4,0.53,0.0331,0.000517,0.000719,0.0946,0.519,118.782,260413,-2.79
16654,70,0.535,0.362,0.89,0.0,0.0964,0.767,145.947,159573,-4.8325
32093,30,0.621,0.0434,0.0238,0.000178,0.313,0.0387,127.995,187739,-1.004
7320,61,0.852,0.0427,0.0168,0.45,0.133,0.666,129.029,250627,-5.167
20987,35,0.712,0.0447,0.451,0.0,0.122,0.312,140.017,213481,-1.611
30265,91,0.477,0.0925,0.153,0.0,0.0763,0.345,110.567,202205,-2.1245
9129,61,0.356,0.145,0.641,0.000921,0.311,0.444,127.99,225022,-4.624499999999999
18284,78,0.791,0.0464,0.354,2.93e-05,0.104,0.82,94.014,188560,-1.4749999999999999
14364,80,0.828,0.0326,0.325,0.0384,0.0808,0.853,123.931,216015,-3.5945
2431,41,0.578,0.0351,0.00339,7.3e-05,0.225,0.346,105.023,246857,-2.4819999999999998
20608,37,0.739,0.0435,0.00358,0.264,0.0476,0.868,121.51,232893,-4.814
18347,87,0.834,0.222,0.00513,0.0,0.124,0.446,155.008,312820,-1.492
8341,30,0.687,0.0467,0.00561,0.086,0.246,0.164,140.021,341200,-2.26
20141,26,0.717,0.278,0.00649,0.000534,0.198,0.76,107.033,145671,-1.5685
10461,3,0.851,0.077,0.0395,0.0,0.123,0.388,140.05,178295,-2.245
9445,43,0.553,0.0883,0.335,0.0,0.283,0.666,175.746,270480,-3.0425
4504,53,0.523,0.0349,0.00491,0.0,0.322,0.371,100.0,233333,-3.6585
15428,24,0.654,0.0563,0.00175,0.00639,0.163,0.531,98.013,293800,-2.5095
20963,10,0.732,0.0976,0.00542,0.86,0.226,0.163,128.021,181875,-2.1615
9567,1,0.71,0.324,0.0391,0.00093,0.0562,0.817,198.5,246147,-0.8364999999999999
8353,44,0.626,0.194,0.482,0.0,0.121,0.793,160.121,253547,-1.5474999999999999
16972,3,0.851,0.345,0.615,0.177,0.33,0.5,136.087,122540,-6.0675
966,34,0.675,0.0456,0.211,0.0,0.152,0.721,141.986,196500,-1.0339999999999998
31081,13,0.828,0.137,0.00343,0.89,0.137,0.334,128.006,350638,-3.6125
7269,40,0.721,0.363,0.0987,0.0,0.331,0.557,176.018,198995,-5.0280000000000005
11335,33,0.676,0.0404,0.0943,0.0,0.143,0.853,125.262,169787,-4.283
12671,40,0.57,0.0448,0.00292,0.000299,0.109,0.288,120.035,336453,-2.1425
22416,67,0.487,0.0371,0.552,0.0257,0.117,0.207,115.989,270413,-3.6515
685,45,0.649,0.0635,0.127,0.0,0.11,0.323,102.023,155968,-2.5385
7527,65,0.888,0.0612,0.0986,0.0,0.131,0.609,84.003,241840,-3.5625
25737,40,0.708,0.302,0.0427,0.0,0.18,0.413,106.998,232331,-3.8020000000000005
15408,35,0.467,0.0559,0.137,0.00933,0.835,0.673,126.917,284480,-4.364999999999999
15965,29,0.486,0.029,0.227,0.0,0.138,0.395,86.989,252420,-3.1325000000000003
8619,65,0.916,0.236,0.0394,0.0,0.0778,0.586,95.19,312627,-1.5615
27351,38,0.877,0.0356,0.162,0.00398,0.609,0.958,124.011,199709,-2.0125
23705,66,0.683,0.23,0.0867,0.0,0.406,0.668,119.905,201985,-2.0309999999999997
13874,24,0.255,0.0424,0.291,0.0,0.269,0.392,82.417,297480,-8.0325
11141,84,0.794,0.0599,0.144,0.0,0.0893,0.577,91.984,307547,-1.5325
28104,22,0.67,0.0422,0.0867,0.836,0.0522,0.659,127.017,200315,-5.2725
22566,54,0.52,0.26,0.324,0.0,0.896,0.388,164.677,339973,-1.6914999999999998
8726,18,0.746,0.526,0.381,0.0,0.104,0.745,145.769,157649,-4.2065
23801,70,0.789,0.308,0.0649,3.62e-05,0.171,0.605,97.032,215227,-4.7455
10498,38,0.591,0.182,0.0244,0.708,0.586,0.141,140.043,144004,-3.0735
7730,3,0.797,0.04,0.0813,0.0,0.272,0.779,144.925,238379,-0.827
29008,14,0.654,0.0428,0.00661,0.0213,0.0829,0.295,127.996,221270,-2.895
30636,60,0.564,0.0461,0.00125,0.0,0.109,0.393,91.972,225147,-2.105
20773,65,0.786,0.301,0.358,0.00306,0.176,0.749,190.017,271105,-2.9130000000000003
22721,66,0.397,0.0685,0.0766,1.55e-06,0.111,0.367,171.067,327400,-5.2364999999999995
32170,34,0.585,0.0522,0.0256,3.17e-06,0.326,0.681,126.024,165000,-0.558
10029,69,0.896,0.422,0.228,0.0,0.101,0.764,133.93,360560,-2.288
21676,28,0.777,0.305,0.156,0.000136,0.179,0.622,127.994,274442,-3.633
19840,61,0.736,0.129,0.198,2.32e-06,0.336,0.953,179.935,227707,-0.5914999999999999
13526,4,0.583,0.0354,0.0269,1.61e-06,0.928,0.605,132.261,274971,-3.02
1125,67,0.652,0.0358,0.774,0.0428,0.0847,0.626,107.019,229760,-4.238
27082,21,0.718,0.043,0.187,0.854,0.334,0.216,122.983,259431,-4.156499999999999
22314,32,0.903,0.245,0.183,0.0,0.241,0.755,118.032,260640,-1.8585
1728,70,0.697,0.0325,0.0792,0.0,0.0893,0.516,100.002,211364,-2.1785
28647,54,0.521,0.0443,0.00247,0.00108,0.115,0.115,125.986,220476,-2.3785
26631,1,0.375,0.141,0.084,0.0,0.0569,0.333,112.887,200226,-1.6064999999999998
28689,47,0.849,0.129,0.00129,0.842,0.0209,0.586,128.014,202500,-2.7215
22425,46,0.562,0.0862,0.686,0.0,0.388,0.577,77.903,200987,-4.6125
18927,73,0.829,0.101,0.0959,0.0,0.776,0.883,87.991,239307,-2.5364999999999998
20304,17,0.618,0.141,0.657,5.95e-06,0.143,0.589,180.021,273198,-0.9165000000000001
12635,51,0.353,0.0391,0.399,0.0,0.0845,0.235,76.574,328667,-6.771
13674,68,0.613,0.0425,0.0132,0.0,0.104,0.561,117.341,265867,-3.6185
7971,1,0.476,0.265,0.0803,0.0,0.568,0.642,83.309,228827,-1.302
20651,38,0.691,0.05,0.0193,0.0701,0.0503,0.808,109.152,266040,-4.781
13003,25,0.519,0.0411,0.0461,0.00032,0.159,0.532,109.745,201760,-2.8405
17272,5,0.55,0.0403,0.004,8.74e-05,0.231,0.221,128.011,228973,-2.3265000000000002
17648,71,0.69,0.279,0.125,2.77e-06,0.237,0.677,103.909,127076,-2.041
26992,31,0.823,0.152,0.0734,0.00287,0.201,0.573,129.978,227976,-1.5105
20317,82,0.807,0.126,0.602,0.00853,0.136,0.706,91.987,258800,-1.6764999999999999
14167,68,0.231,0.0517,3.62e-05,0.000552,0.29,0.191,138.311,255960,-2.1325000000000003
15150,63,0.44,0.266,0.000236,1.94e-05,0.0897,0.401,124.099,172826,-1.6530000000000002
15430,3,0.56,0.174,0.154,0.00263,0.0919,0.766,136.462,506720,-6.937
30165,43,0.711,0.0303,0.00158,0.0513,0.314,0.43,124.009,184253,-2.5260000000000002
24151,26,0.689,0.0853,0.0796,0.0,0.238,0.657,110.374,295653,-2.3925
12215,66,0.7,0.0329,0.434,1.1e-06,0.0963,0.641,130.109,243267,-3.4955
4211,61,0.697,0.052,0.614,0.042,0.0901,0.266,148.087,249847,-4.6945
5881,62,0.444,0.0695,0.846,0.764,0.375,0.289,112.062,89031,-9.5155
13863,47,0.279,0.0371,0.000849,0.0602,0.433,0.389,138.823,381480,-3.59
13018,14,0.592,0.0429,0.783,0.0191,0.0685,0.958,91.235,185000,-4.151
22615,20,0.514,0.0895,0.209,0.0,0.743,0.832,168.301,284706,-3.068
10773,79,0.85,0.0714,0.763,0.0,0.0896,0.874,108.963,158532,-3.574
4094,56,0.745,0.26,0.663,0.0,0.371,0.319,129.934,212308,-4.19
27133,39,0.68,0.0442,0.00191,0.88,0.09,0.201,125.003,453116,-3.8535
4488,57,0.603,0.0947,0.00189,0.000445,0.317,0.588,133.97,163627,-1.3735
18681,44,0.75,0.167,0.137,3.93e-05,0.426,0.707,119.962,185000,-2.0545
12269,67,0.55,0.0516,0.146,0.00608,0.428,0.37,92.697,307493,-3.892
25035,10,0.765,0.207,0.22,0.0,0.0583,0.768,99.271,210040,-2.9735
23596,14,0.382,0.0684,0.0404,0.0,0.0517,0.333,77.123,195352,-2.833
1171,23,0.701,0.0722,0.0753,0.0,0.377,0.479,106.98,233398,-3.212
16271,48,0.456,0.0644,0.191,0.00109,0.0978,0.213,119.94,237695,-4.032
11537,38,0.796,0.077,0.0525,0.928,0.0934,0.55,117.499,180373,-5.7940000000000005
14195,56,0.705,0.0276,0.115,0.000763,0.111,0.384,99.198,307453,-2.9565
27166,42,0.748,0.273,0.0709,5.79e-05,0.777,0.47,123.931,182903,-2.322
14754,66,0.436,0.0506,0.00127,0.00403,0.173,0.282,142.027,225027,-0.8345
2060,37,0.766,0.141,0.379,0.0,0.107,0.526,89.98,186667,-3.9375
29922,52,0.581,0.0652,0.00502,0.000762,0.262,0.592,124.986,184320,-3.0204999999999997
25553,42,0.581,0.435,0.802,0.00159,0.0961,0.352,89.076,185000,-4.355
7439,9,0.357,0.0672,0.00645,0.0227,0.695,0.691,185.185,164811,-2.637
18435,29,0.483,0.0565,0.141,0.0,0.144,0.0381,135.028,250000,-4.6290000000000004
28665,32,0.564,0.0455,0.0196,0.0,0.118,0.404,144.963,219658,-2.8034999999999997
28497,5,0.534,0.0368,0.05,0.0031,0.135,0.3,128.102,230635,-2.6079999999999997
12981,1,0.516,0.0474,0.00426,6.58e-06,0.108,0.516,138.206,309293,-3.412
28529,36,0.525,0.0576,0.00543,0.000102,0.217,0.2,129.979,314787,-2.286
25074,63,0.789,0.244,0.0223,0.000313,0.3,0.518,89.911,241760,-3.5524999999999998
22591,50,0.686,0.2,0.0518,1.09e-05,0.083,0.218,85.955,198763,-3.844
941,21,0.681,0.047,0.00595,5.24e-06,0.331,0.396,109.989,223636,-2.3234999999999997
23104,99,0.621,0.148,0.0522,0.0,0.46,0.457,116.735,163636,-2.5075
19340,62,0.715,0.162,0.0985,0.0,0.291,0.535,91.975,304747,-1.106
22484,16,0.473,0.12,0.424,1.74e-05,0.148,0.0966,87.791,235760,-5.6945
16519,13,0.775,0.0348,0.0368,0.79,0.125,0.664,115.99,186507,-3.4385
31169,14,0.805,0.085,0.000596,0.898,0.114,0.26,123.995,442136,-6.172499999999999
10887,34,0.816,0.0401,0.0934,0.0,0.0944,0.574,113.989,185567,-3.7289999999999996
18410,38,0.643,0.034,0.0247,0.0545,0.171,0.934,128.034,236956,-3.0995
31226,13,0.703,0.0323,0.00104,0.937,0.0589,0.899,123.02,263415,-3.722
6547,40,0.688,0.122,0.678,0.917,0.0923,0.678,77.994,112112,-6.2490000000000006
4831,79,0.65,0.229,0.0513,0.0,0.235,0.612,159.174,226160,-2.552
8586,59,0.721,0.0558,0.0174,0.0,0.178,0.35,139.981,250307,-1.6815
25289,37,0.746,0.049,0.708,3.7e-06,0.202,0.467,92.025,222800,-3.5375
12956,55,0.449,0.0487,0.00608,0.00707,0.175,0.586,113.638,494533,-4.9425
13995,77,0.545,0.0286,0.00664,1.12e-05,0.168,0.543,99.01,233933,-2.4215
21917,71,0.966,0.0618,0.00202,0.0,0.105,0.363,104.991,173926,-2.6005000000000003
17662,69,0.917,0.0567,0.26,0.0,0.114,0.457,106.034,185694,-2.165
1218,86,0.825,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,-1.2654999999999998
8005,61,0.808,0.252,0.0208,0.276,0.129,0.616,96.12,221027,-3.8545000000000003
31114,7,0.605,0.1,0.25,5.9e-05,0.122,0.38,128.026,200625,-1.814
11754,76,0.694,0.0428,0.0781,0.000677,0.247,0.719,104.126,238747,-7.7435
27848,50,0.873,0.144,0.0259,0.0622,0.461,0.641,126.054,179406,-2.2625
2964,40,0.733,0.0385,0.00452,4.25e-06,0.916,0.63,112.981,261135,-1.8419999999999999
24844,53,0.7,0.0429,0.46,0.0,0.1,0.408,91.437,284119,-7.882499999999999
1933,68,0.764,0.0738,0.0816,0.000108,0.847,0.721,118.421,358053,-1.419
3759,75,0.688,0.0357,0.3,0.0,0.0982,0.451,114.011,193321,-2.576
26536,4,0.798,0.208,0.557,7.74e-05,0.0886,0.769,168.046,191520,-5.6185
14714,78,0.307,0.029,0.388,9.08e-05,0.332,0.224,160.9,266960,-4.812
3419,67,0.613,0.052,0.0804,0.746,0.0997,0.919,118.506,263213,-3.289
14618,24,0.24,0.142,0.0487,0.0,0.045,0.367,153.304,199416,-3.013
28140,16,0.626,0.0437,0.000314,0.5,0.319,0.314,128.02,127500,-2.9875000000000003
12747,51,0.581,0.0325,0.184,0.00165,0.163,0.672,139.149,218307,-6.45
8473,34,0.706,0.119,0.0345,0.0,0.219,0.528,99.997,187116,-2.8665000000000003
4923,73,0.278,0.0371,0.000423,0.000899,0.136,0.494,104.545,237027,-4.0725
25748,28,0.754,0.198,0.173,0.0,0.146,0.363,105.949,230519,-3.8660000000000005
7394,57,0.823,0.116,0.151,0.0,0.122,0.348,131.988,195413,-3.0265
15967,75,0.574,0.0363,0.128,0.0,0.271,0.786,153.119,300107,-4.093
18631,59,0.846,0.0653,0.00828,5.42e-05,0.058,0.806,98.0,190193,-1.228
9111,3,0.855,0.067,0.0179,0.0,0.287,0.89,104.347,257840,-2.6590000000000003
6832,60,0.697,0.219,0.0598,0.0,0.301,0.82,77.847,258987,-2.2015
3159,48,0.634,0.0417,0.0125,0.84,0.0984,0.237,123.991,405933,-5.4014999999999995
1389,70,0.592,0.312,0.206,0.000103,0.0703,0.496,126.178,175254,-1.206
26517,9,0.608,0.0806,0.806,0.0,0.115,0.354,86.136,431023,-6.420000000000001
18318,87,0.665,0.0527,0.00103,0.00342,0.102,0.669,93.989,157220,-3.412
6022,68,0.891,0.428,0.0351,0.0,0.0932,0.622,77.499,224253,-3.7775
16033,15,0.487,0.0354,1.64e-05,0.0112,0.183,0.287,128.639,273000,-3.067
26128,9,0.706,0.0653,0.05,0.0,0.0639,0.395,106.016,254800,-2.5375
553,64,0.618,0.0594,0.00378,0.0179,0.223,0.457,179.913,204711,-2.2595
