,track_popularity,danceability,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,loudness_energy_combined
14565,60,0.458,0.0574,0.00316,0.000202,0.0756,0.513,123.229,255373,-1.235
21137,10,0.777,0.117,0.0318,0.849,0.0654,0.896,128.995,212098,-2.4105
12914,46,0.83,0.0343,0.226,0.000611,0.0799,0.586,108.973,227307,-5.8245000000000005
28,62,0.625,0.0517,0.00432,0.00026,0.0923,0.371,127.997,166875,-1.5225
20034,18,0.671,0.15,0.325,0.0498,0.0905,0.404,173.323,228307,-2.4935
6665,69,0.69,0.0753,0.469,0.0,0.104,0.0684,141.987,189987,-2.6374999999999997
6471,44,0.729,0.161,0.16,0.938,0.0794,0.829,81.985,162482,-3.9415000000000004
2194,19,0.768,0.0312,0.66,0.000277,0.07,0.471,117.974,186147,-3.2395
19854,51,0.516,0.0955,0.129,0.0,0.108,0.484,88.043,237920,-1.3900000000000001
15908,44,0.524,0.0566,0.000902,0.000227,0.152,0.427,130.0,218267,-1.2595
10068,79,0.861,0.415,0.382,0.0,0.0853,0.396,90.052,193363,-2.9825
20164,37,0.944,0.132,0.0131,0.0,0.0773,0.671,127.048,183310,-2.752
18273,79,0.655,0.153,0.198,0.0,0.067,0.839,177.928,229360,-1.9949999999999999
7196,61,0.859,0.13,0.0296,0.0,0.0537,0.71,102.072,222560,-1.8045
22921,59,0.816,0.0517,0.105,0.846,0.105,0.307,124.005,411125,-3.8594999999999997
13005,58,0.506,0.0366,0.107,2.42e-06,0.161,0.571,101.869,236467,-2.7645
19609,58,0.947,0.176,0.316,0.0,0.372,0.835,120.063,183182,-1.4695
20194,6,0.522,0.0868,0.0019,0.76,0.0757,0.53,126.026,291619,-3.0175
1186,31,0.644,0.0341,0.541,0.000133,0.0835,0.651,92.049,213913,-4.972
15720,55,0.437,0.0771,2.87e-05,0.0,0.252,0.509,74.995,215872,-0.6815000000000001
24727,35,0.758,0.11,0.0261,1.41e-05,0.27,0.786,148.798,259267,-1.4335
29109,24,0.578,0.0853,0.00241,0.0111,0.141,0.0368,129.593,263033,-2.7365
20252,98,0.803,0.298,0.295,0.000134,0.0574,0.574,101.085,200960,-1.2825
27720,54,0.682,0.0578,0.00325,0.00555,0.237,0.207,128.023,230156,-1.499
28099,36,0.779,0.0886,0.00084,0.0177,0.0376,0.298,123.983,187424,-2.6425
31649,41,0.903,0.0644,0.091,0.509,0.0868,0.872,116.018,476595,-4.354
30610,41,0.614,0.0429,0.0324,0.0,0.131,0.351,110.009,216000,-1.1055
6937,29,0.699,0.206,0.00525,0.0,0.0609,0.925,78.963,288173,-2.883
16445,39,0.748,0.0894,0.35,3.63e-06,0.136,0.408,100.01,231275,-4.281
17804,87,0.795,0.0838,0.141,2.12e-06,0.179,0.758,165.941,304733,-1.4335
12636,46,0.608,0.232,0.626,0.0,0.816,0.601,102.686,292093,-1.8425
17027,9,0.696,0.0331,0.0778,0.0,0.0581,0.644,122.978,201254,-1.5475
16655,27,0.789,0.0347,0.0354,2.41e-05,0.149,0.952,112.004,241355,-3.1525
22072,45,0.14,0.0472,0.0255,0.0,0.11,0.155,178.912,218131,-2.4165
18132,56,0.704,0.0359,0.514,0.0,0.103,0.278,100.084,231680,-2.875
9088,39,0.688,0.3,0.581,0.863,0.412,0.26,101.579,91080,-2.8255
22316,38,0.727,0.152,0.26,0.0,0.156,0.465,115.003,272080,-3.212
17115,38,0.626,0.0316,0.14,2.92e-06,0.365,0.41,109.997,220364,-2.3405
15634,12,0.42,0.0638,0.0189,0.00675,0.264,0.344,99.641,291373,-2.3265000000000002
23997,1,0.665,0.303,0.566,4.57e-06,0.219,0.37,89.953,263360,-3.6525000000000003
25922,35,0.341,0.0364,0.929,0.0203,0.0927,0.162,115.885,253467,-7.694
8869,53,0.635,0.445,0.0522,0.0,0.486,0.634,125.573,150236,-2.745
32735,40,0.688,0.0968,0.0132,0.000143,0.219,0.321,129.933,157389,-0.6990000000000001
32768,1,0.637,0.0463,0.142,0.0,0.133,0.513,126.031,243754,-1.412
19346,65,0.677,0.0361,0.0405,0.0,0.0351,0.875,106.279,192107,-3.0984999999999996
17131,46,0.869,0.0321,0.17,0.0,0.154,0.728,118.014,183480,-2.0825
15460,54,0.533,0.0814,0.00172,0.0,0.147,0.298,118.915,220667,-0.7625
27400,44,0.874,0.0991,0.229,0.0,0.116,0.801,116.972,223760,-3.8124999999999996
3884,55,0.487,0.0309,0.00109,0.0428,0.224,0.211,162.034,231360,-2.3034999999999997
1578,70,0.732,0.0444,0.114,2.02e-06,0.0388,0.372,124.024,193548,-2.5745
5248,41,0.605,0.0522,0.861,0.00769,0.0857,0.144,101.085,210813,-4.6875
5459,46,0.559,0.0895,0.044,0.0,0.349,0.443,99.991,237027,-1.7494999999999998
21752,36,0.671,0.244,0.11,0.0,0.0825,0.296,110.898,191600,-3.8884999999999996
25389,54,0.749,0.458,0.454,0.0249,0.086,0.801,203.776,188421,-2.752
22058,53,0.683,0.103,0.0736,0.0,0.116,0.542,95.017,214477,-3.226
20644,33,0.631,0.0562,0.000887,0.031,0.0878,0.902,122.563,490840,-6.0920000000000005
14845,36,0.382,0.0787,0.0113,0.137,0.366,0.164,163.77,335697,-2.9775
17871,76,0.764,0.0711,0.18,0.0,0.0701,0.698,100.066,187200,-1.4805000000000001
4767,48,0.496,0.184,0.11,0.0,0.25,0.384,150.071,170400,-2.391
20108,77,0.547,0.0489,0.145,0.0,0.11,0.723,118.118,186805,-1.463
24442,32,0.676,0.069,0.000218,0.000754,0.0291,0.679,102.727,281533,-4.8195
32540,37,0.626,0.058,0.00479,0.848,0.134,0.275,128.007,180000,-2.5415
3479,30,0.784,0.0522,0.352,0.438,0.0666,0.245,120.577,289173,-7.1450000000000005
17830,58,0.673,0.0561,0.241,4.51e-05,0.0813,0.797,175.997,201818,-1.4100000000000001
22049,40,0.706,0.199,0.294,0.181,0.0832,0.285,75.036,206693,-4.928
1736,82,0.856,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269667,-3.307
23720,58,0.642,0.0425,0.00526,0.0,0.161,0.582,74.857,204000,-3.0705
3264,83,0.56,0.0243,0.727,1.71e-05,0.11,0.212,146.448,309600,-3.391
9722,58,0.903,0.114,0.0272,0.0044,0.117,0.587,92.009,223093,-2.999
31109,20,0.656,0.18,0.00255,2.49e-06,0.197,0.128,127.938,187932,-0.3545
27594,61,0.672,0.0481,0.0386,0.153,0.0455,0.464,125.964,197453,-0.9185000000000001
21264,69,0.587,0.0321,0.399,6.69e-06,0.0992,0.19,92.036,221173,-3.5915
6367,55,0.718,0.236,0.132,1.39e-05,0.132,0.744,156.079,163940,-3.2875
26461,5,0.464,0.317,0.571,0.0,0.464,0.331,198.07,275347,-2.2540000000000004
3886,63,0.507,0.0245,0.725,0.0,0.21,0.341,92.047,173960,-3.138
23015,61,0.623,0.0309,0.638,0.572,0.143,0.745,147.168,188413,-4.314
25396,55,0.394,0.374,0.485,7.81e-05,0.817,0.394,118.988,184080,-6.5200000000000005
32446,28,0.689,0.117,0.0163,0.186,0.29,0.415,123.982,166431,-1.176
17384,88,0.752,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,-3.2809999999999997
27858,31,0.754,0.168,0.209,1.05e-05,0.331,0.402,122.998,168049,-1.834
13829,60,0.482,0.0549,0.00952,0.0,0.311,0.371,130.007,231973,-1.9314999999999998
18730,41,0.494,0.311,0.191,0.0529,0.11,0.569,86.037,187548,-2.1595
9980,70,0.623,0.2,0.341,0.0,0.119,0.566,155.015,212880,-2.964
5602,52,0.764,0.369,0.753,0.884,0.119,0.634,172.112,122791,-6.9159999999999995
28173,16,0.76,0.0504,0.413,0.694,0.103,0.408,128.014,168750,-5.0915
25957,53,0.61,0.196,0.161,0.000101,0.126,0.59,74.084,168213,-4.6045
246,70,0.79,0.0502,0.241,0.0,0.316,0.538,124.971,212280,-2.607
23037,67,0.742,0.0625,0.0465,0.0,0.826,0.369,86.443,242200,-2.5445
1336,87,0.499,0.0502,0.0906,0.0,0.147,0.272,139.919,229573,-0.9325
731,56,0.626,0.216,0.629,5.8e-05,0.112,0.581,179.821,164333,-4.8695
4081,61,0.598,0.0368,0.107,0.00936,0.0849,0.0568,99.933,261527,-5.358
13870,69,0.505,0.0475,0.00772,7.9e-05,0.069,0.565,130.121,224333,-1.8994999999999997
4422,57,0.781,0.0401,0.679,0.582,0.11,0.793,140.021,142286,-4.979
242,56,0.707,0.175,0.00908,0.0,0.366,0.634,119.972,163000,-1.9855
2926,65,0.483,0.102,0.112,0.0,0.257,0.58,122.058,191379,-2.2285
4568,68,0.67,0.0362,0.0604,0.000611,0.159,0.717,104.998,222041,-1.5964999999999998
695,90,0.658,0.0357,0.0478,0.0,0.12,0.708,93.979,210520,-0.9565
11386,26,0.684,0.03,0.147,1.32e-06,0.0792,0.833,131.51,238373,-7.6805
19632,37,0.824,0.0969,0.554,2.52e-06,0.407,0.665,106.694,224800,-3.3705
11496,48,0.193,0.0545,0.888,6.24e-05,0.112,0.0382,196.446,174667,-11.05165
7312,37,0.666,0.07,0.209,0.000656,0.105,0.573,140.041,171429,-3.6695
20033,9,0.933,0.122,0.193,0.122,0.141,0.914,95.558,237173,-1.767
25311,69,0.579,0.0918,0.677,0.0,0.0892,0.76,120.258,253947,-3.5500000000000003
5262,87,0.905,0.332,0.74,0.162,0.106,0.196,120.046,193143,-7.058000000000001
15721,10,0.653,0.0598,0.00287,0.0026,0.143,0.874,126.921,209267,-1.6349999999999998
9832,61,0.77,0.221,0.0042,0.000961,0.0936,0.615,164.037,135732,-1.4980000000000002
23832,76,0.529,0.0574,0.104,0.0,0.0631,0.238,101.966,234107,-3.0869999999999997
18902,2,0.787,0.0658,0.416,0.0,0.15,0.875,89.988,240200,-2.117
14261,14,0.447,0.0578,0.00114,0.00596,0.47,0.39,135.861,199733,-2.9204999999999997
7365,61,0.897,0.27,0.0633,0.0,0.116,0.193,127.081,334467,-2.7695
8059,29,0.734,0.289,0.0143,8.11e-05,0.124,0.599,93.872,344640,-6.595
7189,28,0.652,0.433,0.126,0.0,0.409,0.58,170.117,230240,-2.614
18832,73,0.843,0.164,0.0948,0.0,0.155,0.541,83.982,233000,-3.7345
29773,35,0.595,0.0981,0.167,0.142,0.0786,0.48,125.941,239048,-1.3245
13858,43,0.236,0.0863,0.699,0.643,0.364,0.259,175.38,244813,-3.1710000000000003
18295,94,0.88,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606,-1.7535
5254,56,0.613,0.0266,0.0173,0.0844,0.118,0.496,107.009,270000,-3.3705
31324,22,0.48,0.0567,0.0733,0.0,0.317,0.325,95.952,200000,-2.948
24097,1,0.587,0.0285,0.24,0.0,0.148,0.051,120.467,282893,-2.9855
2185,6,0.929,0.122,0.51,0.0,0.129,0.816,120.002,202893,-1.7255
15320,51,0.331,0.0311,0.309,0.1,0.0875,0.228,138.071,224160,-2.781
30467,77,0.725,0.0946,0.0752,0.0,0.0919,0.558,91.974,219320,-2.8520000000000003
5940,54,0.774,0.251,0.133,0.0,0.328,0.725,158.07,182357,-4.518000000000001
12818,34,0.589,0.0462,0.264,3.34e-05,0.149,0.435,129.34,175933,-1.6775
30988,70,0.662,0.0307,0.097,0.00272,0.115,0.296,90.0,194080,-4.1175
14019,79,0.427,0.0499,0.116,1.75e-05,0.119,0.599,104.655,334667,-1.387
15424,75,0.645,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,227267,-6.2909999999999995
12393,67,0.672,0.035,0.0373,9.38e-06,0.0371,0.828,118.731,193347,-3.5305
1275,18,0.599,0.0367,0.0533,0.0,0.134,0.817,80.984,288877,-1.8000000000000003
15026,53,0.43,0.0459,0.00615,0.0,0.182,0.483,148.016,207776,-3.1559999999999997
6193,68,0.816,0.338,0.147,4.53e-06,0.176,0.435,80.012,241267,-3.8834999999999997
13239,41,0.728,0.0284,0.224,0.142,0.0988,0.797,129.516,250360,-4.826499999999999
30181,1,0.677,0.0474,0.0139,1.91e-06,0.109,0.167,101.992,199560,-2.027
32253,40,0.578,0.0902,0.0135,0.0,0.408,0.16,84.993,175059,-2.34
4359,65,0.394,0.0473,0.312,0.0,0.268,0.255,109.446,186681,-3.5665
26784,34,0.531,0.0251,0.447,2.24e-05,0.0896,0.49,82.158,215973,-3.1915
4123,48,0.396,0.0352,0.0112,1.98e-06,0.199,0.359,162.061,206520,-1.744
27907,60,0.8,0.0624,0.0277,0.877,0.0896,0.211,127.008,272395,-3.336
30618,52,0.569,0.123,0.564,0.0,0.294,0.603,160.014,198012,-1.909
11994,78,0.217,0.0752,0.000289,0.00011,0.222,0.236,96.95,311107,-1.5989999999999998
22628,55,0.799,0.053,0.0338,3.33e-05,0.199,0.96,110.726,253347,-1.7905000000000002
22426,56,0.54,0.0321,0.88,0.000587,0.346,0.28,128.871,325281,-6.312
11648,63,0.545,0.0289,0.213,0.0,0.147,0.713,102.702,224827,-2.6245
16428,38,0.679,0.0409,0.605,0.00124,0.365,0.927,149.993,202403,-2.23
20309,73,0.809,0.12,0.353,5.86e-06,0.0897,0.491,103.923,195285,-3.1790000000000003
17773,59,0.685,0.332,0.433,0.0,0.112,0.32,80.016,206865,-3.3979999999999997
21544,87,0.667,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806,-2.272
5194,54,0.655,0.0546,0.0196,9.14e-05,0.546,0.622,111.007,231307,-1.7285000000000001
32416,59,0.6,0.13,0.00166,0.0,0.4,0.641,126.056,157024,-1.862
13707,77,0.55,0.0638,0.00428,0.0,0.197,0.601,126.115,177827,-1.121
10505,3,0.728,0.0406,0.0439,0.929,0.129,0.171,150.044,166562,-2.445
6831,55,0.661,0.25,0.36,0.0,0.454,0.678,83.939,303667,-0.7384999999999999
8810,1,0.727,0.153,0.012,0.0,0.294,0.221,82.031,242227,-1.3304999999999998
23181,68,0.761,0.026,0.0696,0.0,0.0784,0.875,100.022,200400,-2.7725
13788,59,0.538,0.0235,0.204,5.26e-05,0.13,0.269,108.108,240627,-3.6174999999999997
20783,56,0.534,0.0749,0.0776,1.47e-06,0.0906,0.671,179.975,212160,-2.4065000000000003
25250,35,0.712,0.212,0.373,0.0,0.171,0.529,81.847,272570,-3.7485
10645,43,0.883,0.0497,0.0355,0.000756,0.0963,0.277,120.018,163400,-3.2915
30077,51,0.638,0.049,0.141,0.0,0.113,0.648,124.071,227893,-2.1035
3101,71,0.667,0.0518,0.0503,0.0,0.367,0.478,98.011,212927,-2.563
32083,63,0.753,0.108,0.145,0.0,0.346,0.702,124.062,158710,-0.8620000000000001
20510,20,0.79,0.0383,0.0807,4.81e-05,0.251,0.501,121.969,195561,-1.9895
20818,61,0.712,0.393,0.253,7.56e-05,0.0997,0.723,195.906,149388,-2.1375
16032,19,0.556,0.0491,0.722,0.0066,0.154,0.522,122.385,242027,-3.144
7557,58,0.607,0.316,0.0564,0.0,0.0877,0.504,186.991,169944,-2.5395
364,60,0.742,0.0476,0.339,0.0,0.0595,0.694,128.022,215676,-0.96
23851,70,0.794,0.054,0.108,0.00578,0.112,0.223,107.374,234373,-1.7345
23313,17,0.758,0.103,0.0309,8.67e-05,0.558,0.373,77.176,198960,-4.4965
23351,13,0.854,0.0479,0.0668,0.0,0.247,0.753,101.865,291782,-2.9665
24788,12,0.767,0.179,0.026,0.00232,0.315,0.663,111.984,226453,-3.2805
14087,44,0.568,0.0399,0.0817,2.11e-05,0.329,0.805,134.099,312467,-4.9719999999999995
22483,60,0.779,0.162,0.0343,0.0,0.0886,0.8,100.46,198347,-0.9695
25651,50,0.491,0.15,0.176,0.0454,0.103,0.215,175.572,274486,-3.9535000000000005
6357,63,0.782,0.207,0.0675,0.0,0.122,0.22,84.983,161125,-3.5335
20051,37,0.452,0.193,0.000195,0.0896,0.329,0.606,80.55,199453,-2.854
19073,52,0.904,0.199,0.107,0.0,0.0437,0.488,97.001,299381,-0.9975
19361,64,0.629,0.242,0.585,0.0,0.065,0.361,171.649,193307,-1.8165000000000002
3633,53,0.484,0.0337,0.151,0.00017,0.14,0.687,92.975,232800,-2.2785
14002,68,0.509,0.0488,0.000671,0.000803,0.348,0.332,140.055,238400,-1.2375
10003,64,0.55,0.0964,0.311,0.0,0.176,0.311,159.929,169500,-3.491
27856,58,0.698,0.101,0.00764,0.0175,0.217,0.241,126.046,172381,-1.394
12855,30,0.38,0.106,0.0115,0.00339,0.745,0.694,145.838,278987,-2.914
1262,75,0.733,0.143,0.00496,4.72e-05,0.372,0.76,127.086,236093,-1.669
7548,60,0.814,0.0945,0.0248,0.0,0.131,0.792,93.961,225173,-4.74
11541,4,0.563,0.0303,0.179,0.0,0.0508,0.974,117.444,259267,-5.8815
32622,37,0.608,0.0453,2.98e-05,0.852,0.358,0.0519,130.002,325517,-3.0735
29977,23,0.67,0.0346,0.00125,0.27,0.238,0.202,123.007,224340,-1.9344999999999999
28184,17,0.739,0.0674,0.012,0.818,0.223,0.795,126.973,154961,-3.756
11615,57,0.656,0.028,0.488,0.00221,0.0645,0.368,118.288,225973,-6.5255
3582,3,0.762,0.0379,0.173,0.000111,0.0942,0.731,112.398,349133,-5.811
10678,8,0.762,0.0544,0.178,0.0,0.146,0.379,118.969,228875,-2.1029999999999998
29642,87,0.693,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,228267,-3.2405
4995,1,0.633,0.153,0.0232,0.000372,0.0948,0.457,121.978,184918,-1.462
20534,47,0.605,0.297,0.0825,0.0,0.124,0.647,184.032,196640,-1.1455
1366,79,0.614,0.0524,0.0687,0.0,0.104,0.368,163.862,184665,-2.017
24528,37,0.765,0.0565,0.0894,0.0,0.393,0.809,100.026,293106,-2.8455000000000004
24750,49,0.702,0.0396,0.0305,0.000134,0.165,0.646,115.185,252333,-3.4965
32523,38,0.546,0.074,0.00833,0.601,0.287,0.306,128.054,243865,-1.8595
27316,32,0.88,0.0727,0.0338,0.297,0.0683,0.894,124.988,219092,-2.8915
8506,67,0.502,0.3,0.0849,0.0,0.0675,0.649,136.04,254093,-3.286
11877,45,0.4,0.0288,0.938,0.000521,0.0847,0.24,70.387,258133,-9.46115
10121,45,0.754,0.381,0.285,0.000829,0.162,0.235,81.022,240054,-4.883
13215,27,0.646,0.0412,0.079,0.00526,0.124,0.801,126.695,180747,-6.554
23283,84,0.753,0.0449,0.171,0.0,0.112,0.437,107.01,184732,-1.202
30998,51,0.793,0.0813,0.0687,0.0,0.0663,0.813,108.007,188889,-3.5185
18134,44,0.555,0.0297,0.000321,0.000132,0.0858,0.863,162.035,219663,-3.1380000000000003
7257,40,0.494,0.364,0.0478,0.0,0.353,0.468,168.894,352507,-2.8815
21091,39,0.629,0.36,0.378,0.0,0.296,0.543,177.162,235360,-1.407
10083,57,0.783,0.0864,0.14,0.0,0.0881,0.487,119.996,262635,-2.725
16375,49,0.673,0.044,0.426,0.0,0.171,0.948,95.994,197167,-1.2225
20738,5,0.795,0.219,0.103,0.0,0.164,0.357,101.985,326280,-1.6015
7723,45,0.709,0.0606,0.301,1.36e-05,0.192,0.321,94.99,227320,-3.1115
18818,86,0.725,0.197,0.0711,1.14e-06,0.0602,0.763,175.988,287773,-0.7705
10742,35,0.606,0.0711,0.361,0.44,0.185,0.163,80.006,180004,-1.178
31071,1,0.739,0.133,0.00801,0.0104,0.0623,0.516,127.987,311211,-0.8355000000000001
6967,44,0.867,0.0809,0.00424,0.00422,0.0582,0.558,85.986,211881,-2.2295
20920,51,0.667,0.0466,0.046,0.0,0.0772,0.617,96.948,242805,-2.346
4769,50,0.689,0.0962,0.000209,1.26e-05,0.0978,0.589,105.001,172453,-2.173
9119,48,0.901,0.0733,0.247,0.0298,0.0854,0.376,120.991,126947,-6.222499999999999
21236,2,0.769,0.0526,0.146,0.0,0.062,0.881,118.98,218440,-2.3335000000000004
4854,64,0.506,0.26,0.146,0.000451,0.0868,0.525,188.03,219000,-1.8674999999999997
23166,14,0.591,0.0278,0.141,0.0,0.11,0.333,111.009,205473,-2.892
11334,47,0.545,0.0369,0.193,0.0699,0.0769,0.681,165.617,232627,-4.382
18353,81,0.693,0.0801,0.374,0.0,0.252,0.492,117.999,211362,-3.2115
31585,2,0.389,0.0456,0.000752,0.0133,0.122,0.0943,127.984,215307,-1.173
14815,46,0.406,0.191,0.00197,0.0,0.107,0.245,82.883,191027,-0.7294999999999999
1842,74,0.666,0.0419,0.00175,4.26e-06,0.0429,0.51,122.996,204878,-2.54
12404,77,0.754,0.302,0.153,0.000114,0.101,0.435,126.367,214667,-2.2295
28770,28,0.587,0.129,0.000541,0.0634,0.644,0.289,128.036,211000,-1.5105
1308,85,0.529,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,104591,-1.3015
21204,60,0.785,0.237,0.191,0.0,0.2,0.861,71.774,231360,-2.1475
11281,3,0.366,0.169,0.0112,0.969,0.0708,0.147,100.748,182293,-1.736
2686,63,0.592,0.215,0.0561,2.01e-06,0.0775,0.728,89.972,224813,-2.0655
24611,26,0.809,0.157,0.0808,0.0,0.347,0.763,91.952,289373,-1.0345
28661,29,0.638,0.0407,0.00769,1.45e-05,0.12,0.465,140.083,144000,-2.4755
10367,49,0.355,0.0654,0.0115,0.0,0.0944,0.369,179.766,174171,-5.262
9145,68,0.879,0.247,0.0474,9.43e-06,0.0519,0.523,93.908,282373,-3.559
12666,33,0.44,0.0313,0.00515,0.465,0.0725,0.269,90.027,269933,-2.376
32204,6,0.624,0.0366,0.000655,0.0414,0.344,0.6,125.02,150000,-1.66
29927,34,0.725,0.0291,0.0141,0.0,0.101,0.72,127.992,222187,-1.9569999999999999
11530,51,0.798,0.0777,0.0234,0.00112,0.0728,0.835,128.82,240093,-4.885
2345,72,0.813,0.0486,0.076,0.000616,0.131,0.801,130.011,195853,-2.1955
13745,70,0.358,0.0849,0.521,0.00428,0.178,0.356,120.317,413947,-5.654999999999999
371,58,0.555,0.033,0.0201,0.0,0.165,0.435,125.034,213120,-2.4895
12025,7,0.582,0.0525,0.748,9.19e-05,0.122,0.604,200.085,225106,-4.074
7492,38,0.245,0.045,0.000287,0.000225,0.275,0.648,171.272,204760,-1.4865
23125,21,0.615,0.0429,0.091,0.0149,0.0857,0.305,170.0,189176,-3.2700000000000005
7295,47,0.747,0.287,0.465,1.84e-06,0.144,0.53,87.979,190909,-3.3295
211,54,0.471,0.0594,0.0316,0.00648,0.571,0.197,126.112,170000,-1.7305
28446,19,0.785,0.128,0.00506,0.0635,0.35,0.374,126.034,159942,-3.0875
796,27,0.697,0.0356,0.0469,0.0177,0.0817,0.576,121.225,238747,-2.5525
27151,29,0.831,0.059,0.00138,0.895,0.0397,0.747,124.012,388000,-2.4364999999999997
24674,66,0.817,0.386,0.032,7.17e-06,0.826,0.808,102.011,291067,-5.1240000000000006
29372,10,0.818,0.116,0.00824,0.000392,0.225,0.279,128.02,171799,-2.1165
24982,25,0.723,0.0592,0.0348,0.0,0.465,0.63,111.977,350933,-5.3999999999999995
23221,74,0.917,0.0921,0.318,3.62e-06,0.0754,0.818,131.03,165733,-2.5295
15369,3,0.442,0.0707,0.216,1.53e-06,0.11,0.672,81.427,264613,-2.0935
18860,44,0.809,0.0824,0.0234,5.29e-06,0.169,0.474,95.021,212416,-3.8675
13412,1,0.469,0.0395,0.323,6.35e-05,0.372,0.399,93.924,220347,-3.138
28650,65,0.575,0.0439,0.0446,0.0,0.0693,0.232,127.922,179531,-1.8850000000000002
7630,32,0.709,0.0351,0.136,0.0,0.15,0.691,84.679,399053,-2.956
18988,68,0.77,0.0814,0.139,0.0,0.0829,0.872,93.97,195453,-2.3315
1740,62,0.636,0.041,0.0132,0.0,0.287,0.53,88.999,225218,-2.3475
15216,3,0.598,0.0256,0.162,0.000357,0.353,0.91,97.736,287173,-5.603
11773,79,0.491,0.0376,0.182,0.0,0.407,0.907,150.572,183307,-5.1905
27870,68,0.603,0.034,0.00991,0.0227,0.203,0.287,123.987,189498,-3.024
2170,14,0.876,0.138,0.163,0.0,0.185,0.682,124.007,213947,-2.6925
5857,58,0.689,0.106,0.232,0.873,0.123,0.339,80.408,80284,-5.4195
23274,89,0.687,0.0452,0.191,0.0,0.167,0.671,100.015,214290,-0.9785
7021,1,0.623,0.247,0.035,0.0,0.0941,0.613,95.158,300933,-1.9115000000000002
24491,46,0.64,0.0246,0.067,0.0,0.0614,0.478,74.836,348893,-4.4385
18077,34,0.641,0.0359,0.0678,8.8e-05,0.103,0.362,87.0,244133,-3.7155000000000005
22454,45,0.761,0.147,0.636,0.0,0.108,0.584,127.839,168750,-4.564
26431,53,0.834,0.117,0.546,7.46e-05,0.0646,0.962,99.924,92343,-3.4595000000000002
1106,62,0.835,0.387,0.0308,0.000501,0.0896,0.34,139.581,201000,-3.3535
5177,27,0.77,0.0495,0.618,4.77e-06,0.0952,0.899,95.051,163973,-4.468999999999999
16477,39,0.609,0.102,0.573,0.0,0.104,0.668,124.395,159840,-8.1837
23248,8,0.779,0.258,0.00214,0.0,0.102,0.523,91.981,154565,-2.3474999999999997
190,65,0.664,0.27,0.0352,0.0,0.0612,0.252,122.019,216256,-3.208
2347,75,0.4,0.28,0.0846,0.0,0.0503,0.878,88.917,198773,-1.9874999999999998
11577,37,0.632,0.0389,0.0212,0.000278,0.321,0.743,98.279,307653,-4.4895
8263,44,0.511,0.311,0.0431,0.0,0.0501,0.799,81.331,358573,-0.7075
32096,27,0.65,0.319,0.0527,3.15e-06,0.195,0.511,170.244,172290,-0.8654999999999999
30241,92,0.656,0.102,0.558,0.000862,0.215,0.35,128.038,153750,-2.1795
17877,57,0.576,0.0419,0.0159,0.0,0.0972,0.411,100.019,252120,-2.0955
19539,61,0.784,0.0343,0.108,5.05e-05,0.05,0.385,105.005,204989,-1.746
12460,77,0.751,0.0552,0.234,0.112,0.0467,0.902,167.058,190627,-5.825
26394,1,0.42,0.036,0.705,0.00349,0.127,0.138,88.071,370773,-6.5615
30648,84,0.614,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,-5.0505
26266,40,0.783,0.156,8.48e-05,0.00468,0.271,0.865,117.062,214359,-2.052
4763,47,0.44,0.213,0.047,3.12e-05,0.111,0.33,97.391,207500,-2.332
668,41,0.692,0.0619,0.38,2.07e-05,0.215,0.558,115.029,137348,-2.0015
12673,40,0.377,0.0565,0.000261,0.000434,0.0751,0.349,78.049,282427,-2.5204999999999997
118,5,0.611,0.0476,0.0145,0.0,0.107,0.574,124.169,200318,-2.2085
20480,73,0.817,0.141,0.184,0.000132,0.042,0.714,94.001,204600,-3.3935000000000004
367,39,0.361,0.111,0.00105,0.0342,0.0967,0.138,127.985,172500,-2.137
4067,46,0.693,0.0518,0.0317,0.00195,0.0661,0.929,89.98,215907,-2.6235
22651,35,0.571,0.0376,0.57,0.00884,0.0888,0.64,100.634,275827,-4.8214999999999995
10646,36,0.788,0.0996,0.0476,2.32e-05,0.113,0.572,97.073,203179,-4.263999999999999
7297,28,0.742,0.256,0.188,0.0,0.0878,0.537,150.114,154000,-1.9999999999999998
13603,30,0.452,0.0315,0.0146,0.00763,0.18,0.556,106.045,233547,-3.8175000000000003
23285,83,0.626,0.0504,0.205,0.0,0.128,0.534,95.079,202621,-0.752
22126,30,0.738,0.0382,0.891,0.00322,0.434,0.211,109.432,286857,-6.673
18606,68,0.762,0.226,0.201,0.0,0.275,0.961,167.881,195493,-1.9899999999999998
18656,65,0.8,0.0574,0.124,1.13e-06,0.387,0.843,96.998,219600,-1.6720000000000002
12331,65,0.73,0.0288,0.0632,0.0661,0.318,0.923,148.217,350400,-3.2285
27307,49,0.888,0.157,0.249,0.0131,0.105,0.87,124.006,158226,-1.9024999999999999
31031,13,0.67,0.0848,0.000574,0.572,0.356,0.127,130.004,352639,-1.2985
26298,33,0.665,0.0405,0.0891,0.0091,0.157,0.713,102.322,255960,-5.9245
