,track_popularity,danceability,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,loudness_energy_combined
4360,59,0.715,0.0433,0.0348,0.0,0.0637,0.347,87.017,151665,-3.9510000000000005
16543,43,0.7,0.0455,0.56,0.901,0.11,0.153,110.452,206685,-5.59
1100,63,0.637,0.336,0.713,0.000113,0.109,0.661,81.061,208000,-3.2119999999999997
6061,55,0.434,0.276,0.152,0.0,0.425,0.702,92.605,251040,-2.3015
6259,65,0.771,0.336,0.12,0.0,0.454,0.745,140.994,238298,-1.9805000000000001
1875,68,0.435,0.449,0.00676,0.0,0.117,0.778,124.913,216893,-3.6445
10219,57,0.71,0.172,0.01,0.0,0.152,0.315,92.113,188152,-4.5905000000000005
19834,52,0.836,0.148,0.0254,0.0,0.0758,0.433,96.884,209733,-1.449
30576,41,0.527,0.0509,0.0166,0.0,0.0493,0.49,96.962,206907,-1.6255000000000002
11665,59,0.585,0.0263,0.247,0.0023,0.102,0.564,106.127,243560,-3.8914999999999997
12453,71,0.533,0.0754,0.00876,0.578,0.0698,0.486,108.9,170813,-2.1824999999999997
30212,88,0.838,0.0706,0.208,8.01e-05,0.103,0.631,114.998,220590,-3.084
7681,27,0.688,0.0691,0.381,0.0,0.0506,0.467,170.125,320706,-2.4515000000000002
22811,40,0.767,0.0486,0.129,0.0,0.0992,0.808,134.001,150448,-3.6875000000000004
2092,77,0.762,0.0687,0.15,0.0,0.256,0.769,130.009,225373,-2.707
15004,55,0.611,0.034,0.0219,0.0,0.671,0.376,135.558,243280,-2.065
31970,17,0.506,0.0335,0.00769,0.0699,0.306,0.309,72.977,243306,-2.7045000000000003
2479,67,0.519,0.0402,0.258,3.75e-06,0.139,0.16,125.975,215187,-2.4675000000000002
9810,15,0.596,0.448,0.381,4.93e-05,0.13,0.519,175.558,272851,-3.5605
20186,6,0.867,0.0598,0.0172,0.907,0.147,0.11,127.017,295123,-1.429
24819,36,0.629,0.0352,0.00662,0.0,0.0534,0.632,92.042,297520,-6.3595
4761,40,0.767,0.0374,0.0192,0.561,0.106,0.339,120.001,215967,-3.0845000000000002
5629,52,0.833,0.0973,0.827,0.888,0.125,0.61,38.985,157279,-4.6735
6375,54,0.776,0.0416,0.0871,0.0,0.353,0.444,112.002,219872,-2.91
18124,5,0.695,0.0329,0.849,1.16e-06,0.0985,0.419,105.52,217147,-1.521
16934,44,0.704,0.0452,0.386,0.788,0.324,0.769,146.033,88767,-5.2875000000000005
29677,66,0.682,0.0363,0.0146,0.000834,0.0289,0.348,126.0,192381,-3.133
13269,81,0.592,0.027,0.0021,0.00165,0.127,0.328,96.483,329733,-1.0105
26996,33,0.886,0.0675,0.00229,0.0894,0.0726,0.584,123.956,126060,-2.0065
29456,5,0.63,0.112,0.0237,0.156,0.366,0.268,131.966,198858,-1.603
27550,47,0.849,0.129,0.00129,0.842,0.0209,0.586,128.014,202500,-2.7215
9866,29,0.85,0.0623,0.0138,4.14e-06,0.372,0.0391,109.025,98821,-1.9450000000000003
6919,70,0.747,0.0357,0.0977,0.0537,0.142,0.601,92.869,232773,-5.0015
6024,46,0.693,0.0661,0.0901,0.0,0.211,0.397,88.088,278800,-1.1740000000000002
30883,43,0.542,0.0676,0.0236,0.0,0.132,0.296,127.947,208133,-0.9924999999999999
25886,47,0.548,0.0409,0.544,0.0,0.148,0.389,83.106,271868,-3.9465000000000003
22010,34,0.859,0.229,0.000293,0.0136,0.0815,0.705,90.019,184000,-3.665
23895,43,0.603,0.0348,0.146,0.534,0.0562,0.412,121.0,257573,-2.2825
11672,37,0.238,0.0339,0.0817,0.00955,0.0928,0.0948,129.989,399307,-6.037
4800,73,0.713,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739,-3.1265
22120,55,0.368,0.065,0.69,0.0163,0.101,0.0455,97.758,297027,-5.4350000000000005
22067,23,0.641,0.0349,0.638,5.14e-06,0.252,0.297,76.031,299147,-5.758
5594,49,0.541,0.0324,0.869,0.00923,0.722,0.655,168.295,153557,-5.1225000000000005
17195,29,0.74,0.0393,0.246,0.415,0.0849,0.467,123.983,140000,-3.2965
32743,55,0.709,0.123,0.000388,0.467,0.157,0.0639,124.078,194516,-3.2265
17849,78,0.727,0.115,0.933,0.0,0.388,0.487,74.93,155947,-2.8554999999999997
2378,68,0.662,0.0322,0.00206,0.0603,0.113,0.382,130.999,188960,-2.3075
24114,43,0.797,0.0723,0.0712,0.0,0.0691,0.863,105.072,294720,-3.3689999999999998
16438,40,0.777,0.0528,0.646,0.0,0.0873,0.816,143.963,195104,-5.374
23254,77,0.927,0.244,0.061,0.0,0.123,0.175,127.076,343150,-2.324
22987,74,0.626,0.0513,0.128,0.0,0.18,0.571,95.162,101790,-2.806
18202,41,0.608,0.0329,0.249,0.0,0.274,0.491,146.025,194119,-3.0989999999999998
27183,25,0.814,0.0786,0.00016,0.901,0.683,0.494,122.013,323126,-2.851
5851,57,0.409,0.0783,0.82,0.856,0.13,0.405,80.363,135319,-6.393
25241,43,0.628,0.0492,0.174,0.0,0.106,0.203,76.655,276667,-2.7535
21019,57,0.783,0.0485,0.185,0.0,0.393,0.692,114.012,242733,-1.8935
12938,27,0.536,0.0355,3.05e-05,0.0137,0.103,0.508,112.066,238657,-2.571
902,25,0.595,0.0365,0.0148,0.000685,0.11,0.143,127.955,288012,-2.898
21419,75,0.544,0.342,0.0251,6.93e-06,0.241,0.601,90.701,207975,-2.167
12319,82,0.454,0.0446,0.0852,0.0988,0.116,0.63,125.116,354520,-3.428
22424,65,0.633,0.313,0.338,0.0,0.262,0.473,114.983,168640,-2.288
21113,26,0.685,0.309,0.0549,3.04e-05,0.534,0.712,93.016,225880,-2.5485
7115,44,0.776,0.144,0.00138,0.0,0.162,0.233,146.149,308027,-3.941
11510,60,0.583,0.0468,0.00153,0.0178,0.188,0.613,119.526,244560,-2.147
32373,7,0.644,0.053,0.013,0.945,0.415,0.347,130.048,170547,-5.9319999999999995
17136,31,0.665,0.0832,0.146,0.0,0.297,0.552,110.038,201818,-3.2325
3894,68,0.598,0.0807,0.00947,0.0,0.347,0.482,103.966,187133,-2.1155
19785,88,0.677,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913,-3.031
32371,29,0.717,0.0457,0.143,0.855,0.108,0.617,127.995,168760,-1.5614999999999999
12963,3,0.581,0.107,0.0458,0.0,0.0782,0.885,144.684,168160,-3.607
15143,6,0.326,0.139,0.000623,2.27e-05,0.424,0.425,197.895,175852,-1.166
4330,32,0.459,0.034,0.89,0.0,0.0948,0.163,69.456,221986,-3.9055
26268,46,0.756,0.219,0.0885,0.000336,0.308,0.843,116.977,201026,-3.1075
4316,45,0.741,0.0746,0.305,0.0,0.3,0.728,147.127,161890,-3.0095
2278,47,0.819,0.156,0.00291,0.122,0.254,0.671,112.007,154773,-2.7305
18020,32,0.747,0.0324,0.0543,0.0,0.0852,0.96,100.031,229440,-1.9845
10871,56,0.643,0.0421,0.269,0.0434,0.255,0.208,114.997,169058,-4.3795
30626,76,0.714,0.0276,0.0883,0.0,0.108,0.406,127.787,200720,-3.9085000000000005
14755,44,0.328,0.0339,0.419,0.0,0.11,0.412,149.444,195700,-8.024000000000001
25475,23,0.826,0.249,0.308,0.0,0.595,0.957,92.191,142498,-2.4509999999999996
17391,75,0.688,0.0357,0.3,0.0,0.0982,0.451,114.011,193321,-2.576
974,23,0.806,0.106,0.04,0.00349,0.511,0.645,117.018,172569,-1.686
23866,68,0.648,0.165,0.0561,0.0,0.148,0.943,160.02,219200,-2.3145
5140,51,0.423,0.0582,0.0385,1.33e-05,0.21,0.214,139.804,247422,-3.083
30202,99,0.621,0.148,0.0522,0.0,0.46,0.457,116.735,163636,-2.5075
9815,39,0.762,0.237,0.482,0.0,0.1,0.813,163.024,129571,-1.3
26628,39,0.73,0.0876,0.594,0.000144,0.15,0.873,96.067,209867,-2.9385
3145,73,0.573,0.0758,0.186,0.0,0.61,0.389,61.657,185547,-2.6790000000000003
1995,42,0.606,0.0305,0.327,0.000892,0.133,0.36,87.987,213964,-4.121
6445,59,0.717,0.0389,0.035,0.00696,0.594,0.401,107.051,232693,-1.775
14372,58,0.411,0.0469,0.109,0.0,0.279,0.211,120.734,289309,-2.173
10424,49,0.6,0.0461,0.282,0.0,0.0968,0.558,177.079,138462,-1.9124999999999999
20638,36,0.753,0.045,0.0612,0.000561,0.0388,0.646,124.744,268400,-7.0715
19590,47,0.781,0.0477,0.655,0.0,0.196,0.933,85.018,240019,-2.8655
26816,25,0.81,0.0639,0.00924,0.848,0.118,0.505,120.002,231500,-3.6125
19330,57,0.806,0.146,0.0615,0.0,0.115,0.766,88.018,190311,-2.018
26771,76,0.479,0.124,0.457,1.72e-05,0.118,0.514,79.593,125093,-5.5175
16825,39,0.72,0.0817,0.0373,0.00481,0.113,0.506,108.003,203000,-4.709
7181,54,0.926,0.109,0.000862,5.95e-05,0.124,0.393,138.004,249933,-2.734
4048,65,0.685,0.0334,0.191,0.038,0.188,0.385,94.035,190827,-2.8009999999999997
16128,36,0.425,0.119,0.00236,0.136,0.265,0.433,179.958,258280,-1.6280000000000001
11134,86,0.639,0.253,0.0275,0.0,0.362,0.939,92.603,222347,-1.8259999999999998
10834,66,0.704,0.038,0.185,0.0,0.124,0.17,90.013,118667,-3.2675
20277,84,0.794,0.0599,0.144,0.0,0.0893,0.577,91.984,307547,-1.5325
22164,80,0.765,0.196,0.222,0.0,0.0963,0.19,97.001,198293,-2.6
21341,41,0.611,0.0898,0.568,0.0,0.0564,0.566,176.096,235652,-1.8105000000000002
23189,47,0.595,0.0287,0.0135,0.0181,0.239,0.707,128.039,147158,-2.7585
14669,63,0.421,0.0324,0.0342,0.00236,0.0944,0.0889,114.227,266493,-5.5245
19658,49,0.637,0.0415,0.161,0.0,0.167,0.29,156.006,284933,-1.8205
30517,29,0.889,0.0769,0.298,1.72e-06,0.054,0.778,140.084,207160,-0.7795
21907,69,0.734,0.0776,0.013,0.0,0.28,0.445,162.038,228367,-2.7110000000000003
13949,67,0.435,0.0636,0.000747,0.0,0.0327,0.408,199.935,212040,-1.5915000000000001
7471,55,0.458,0.0711,0.00255,0.147,0.595,0.535,62.469,249600,-2.4835000000000003
30305,78,0.806,0.0376,0.409,0.0,0.871,0.916,126.957,215767,-0.10949999999999993
3346,50,0.532,0.034,0.0444,0.000112,0.0734,0.341,174.165,273267,-3.7119999999999997
20939,54,0.62,0.14,0.0564,0.0,0.276,0.792,128.016,238413,-2.0945
28757,58,0.581,0.0486,0.0172,0.0,0.248,0.35,127.952,189375,-1.359
32466,61,0.788,0.0509,0.26,8.46e-06,0.0396,0.905,124.02,151375,-2.8099999999999996
8117,38,0.734,0.43,0.148,0.0,0.383,0.759,130.193,96000,-3.1500000000000004
2137,9,0.66,0.153,0.0192,8.83e-06,0.159,0.625,103.009,193920,-2.2735000000000003
14516,69,0.815,0.0752,0.166,0.000116,0.0767,0.293,101.684,217347,-6.221
30270,91,0.857,0.0824,0.148,0.0,0.0865,0.668,97.986,204467,-2.8775000000000004
5481,27,0.716,0.0261,0.00107,0.000331,0.331,0.322,117.051,153320,-4.278
15523,6,0.557,0.0498,0.000595,9.84e-05,0.0904,0.17,114.025,262440,-1.6549999999999998
17097,40,0.643,0.0343,0.284,3.14e-06,0.182,0.825,99.978,206400,-3.9125
24692,46,0.764,0.0418,0.652,0.0,0.0784,0.43,110.158,298173,-4.289
9296,52,0.584,0.0871,0.394,2e-05,0.0944,0.539,98.008,247708,-2.468
2451,36,0.629,0.0939,0.00157,0.111,0.152,0.485,119.98,210000,-2.8895
31237,51,0.587,0.038,0.00152,0.761,0.438,0.132,122.022,200656,-2.401
7197,57,0.863,0.249,0.0419,0.0,0.301,0.843,82.985,271160,-3.3645
23914,31,0.725,0.118,0.22,1.29e-06,0.199,0.687,92.663,166829,-2.6470000000000002
7720,40,0.789,0.178,0.367,0.0,0.0947,0.39,130.045,247385,-1.381
15252,5,0.496,0.0295,0.0804,0.00159,0.152,0.197,113.348,297520,-3.4170000000000003
13381,26,0.736,0.29,0.0633,0.00079,0.0531,0.912,141.959,178427,-2.256
9080,50,0.83,0.181,0.0348,1.08e-06,0.0864,0.402,105.525,188573,-3.4245
27463,37,0.75,0.146,0.00679,0.0,0.347,0.6,101.03,211879,-2.586
21870,51,0.62,0.0264,0.337,6.13e-05,0.312,0.483,92.093,290840,-6.281000000000001
19751,91,0.857,0.0824,0.148,0.0,0.0865,0.668,97.986,204467,-2.8775000000000004
191,56,0.781,0.0374,0.0814,9.71e-05,0.106,0.498,110.051,158091,-2.0985
11336,3,0.338,0.0371,0.0327,0.00246,0.081,0.519,172.612,289813,-4.0495
25214,34,0.723,0.0709,0.414,3.9e-05,0.388,0.284,137.934,248240,-5.183999999999999
9873,29,0.767,0.256,0.145,2.61e-06,0.0968,0.187,139.99,96062,-4.5535
32572,50,0.683,0.112,0.00954,0.864,0.136,0.35,149.947,169641,-0.69
6811,38,0.799,0.405,0.0269,0.0,0.104,0.893,155.936,219712,-3.616
8134,9,0.877,0.236,0.163,0.00425,0.309,0.336,91.047,213880,-4.0680000000000005
16534,37,0.832,0.0575,0.57,0.792,0.261,0.143,118.012,222331,-2.506
23517,40,0.612,0.0351,0.815,0.13,0.133,0.881,89.748,187385,-5.3965
26072,33,0.797,0.138,0.0131,0.000289,0.106,0.539,89.011,268053,-3.068
21663,34,0.85,0.0445,0.0527,0.0,0.0792,0.519,140.035,142000,-4.226
15597,55,0.491,0.0443,4.49e-05,0.000145,0.0607,0.21,103.072,217720,-1.7285
30977,79,0.5,0.0323,0.746,0.0,0.188,0.37,145.879,185200,-4.131
19857,57,0.73,0.178,0.244,2.06e-05,0.136,0.594,181.931,198720,-2.0835
18975,57,0.884,0.112,0.116,0.00011,0.127,0.781,95.997,212480,-3.4535
11735,44,0.191,0.0369,0.164,0.000172,0.0627,0.301,165.464,372467,-2.8295
24354,4,0.668,0.036,0.0983,0.514,0.565,0.964,111.737,386533,-3.119
30965,45,0.67,0.051,0.0625,0.0,0.216,0.207,170.037,203533,-2.4005
2014,31,0.7,0.0414,0.464,0.000211,0.66,0.546,113.981,185387,-1.9975
16131,53,0.821,0.0349,0.236,0.000522,0.0771,0.561,108.684,227413,-6.4845
17187,59,0.749,0.05,0.282,0.033,0.26,0.311,120.021,155250,-5.398
16204,8,0.749,0.0456,0.224,0.000503,0.0982,0.759,96.023,151219,-4.042
20629,34,0.78,0.0346,0.00194,0.00334,0.0775,0.75,124.884,351318,-3.493
28754,29,0.634,0.184,0.00131,0.145,0.177,0.273,128.024,277515,-1.0185
22906,62,0.578,0.036,0.00744,0.0816,0.105,0.456,134.034,246007,-0.742
5,67,0.675,0.127,0.0799,0.0,0.143,0.585,124.982,163049,-2.2329999999999997
11010,9,0.686,0.174,0.44,6.37e-06,0.314,0.541,140.25,178264,-2.6959999999999997
18693,34,0.952,0.133,0.00449,0.297,0.0922,0.965,127.968,217800,-2.028
30999,58,0.652,0.0392,0.373,1.32e-06,0.0392,0.387,108.077,208698,-1.1785
6175,66,0.537,0.325,0.000175,2.2e-06,0.116,0.409,102.315,127427,-4.085
5942,44,0.442,0.109,0.0589,0.0,0.102,0.21,112.93,218320,-2.1545
20539,68,0.764,0.0574,0.403,0.0,0.0821,0.77,132.995,252253,-2.8415
24667,7,0.589,0.053,0.0602,0.0,0.171,0.932,188.014,269027,-4.170999999999999
14888,32,0.474,0.0845,0.000261,0.0114,0.112,0.501,150.03,221033,-1.2794999999999999
13882,26,0.43,0.0266,0.226,0.118,0.23,0.221,65.74,185067,-5.37
29279,58,0.8,0.121,0.0046,0.138,0.281,0.85,128.045,182539,-1.3415
129,18,0.514,0.0717,0.00123,6.34e-06,0.544,0.351,117.014,228502,-1.7145000000000001
6046,60,0.886,0.307,0.082,0.0,0.1,0.6,76.035,229813,-2.617
29962,62,0.44,0.061,0.552,9.45e-06,0.115,0.452,123.43,203226,-1.7675
153,57,0.609,0.0414,0.0723,8.45e-06,0.0895,0.362,93.958,195000,-1.81
9983,74,0.66,0.156,0.0921,0.0,0.16,0.547,133.922,187822,-2.014
3522,46,0.787,0.0324,0.121,5.6e-05,0.134,0.855,126.122,184267,-2.1975
28784,26,0.572,0.0599,0.00134,0.0127,0.113,0.363,127.976,239756,-0.672
29501,56,0.603,0.0389,0.0896,0.0585,0.216,0.194,127.987,234928,-1.3945
22499,5,0.609,0.0699,0.0537,0.0,0.29,0.624,84.972,233667,-2.5245
1509,37,0.574,0.0398,0.848,0.0,0.104,0.333,114.952,149000,-4.145
29640,61,0.344,0.222,0.0163,5.8e-05,0.105,0.205,128.07,202969,-2.4875
5032,44,0.566,0.0716,0.153,0.12,0.0558,0.554,176.126,186435,-5.294
23365,73,0.657,0.0782,0.194,0.0,0.254,0.726,93.985,266893,-2.1544999999999996
17544,66,0.496,0.0293,0.196,0.0,0.0896,0.206,143.955,206173,-3.7940000000000005
2832,78,0.792,0.0393,0.0927,3.59e-05,0.226,0.466,121.985,195547,-2.0210000000000004
15751,70,0.452,0.079,0.000706,0.000637,0.226,0.6,129.188,153600,-1.1025
31804,37,0.669,0.0701,0.0341,2.38e-05,0.0822,0.364,128.052,292477,-2.0765000000000002
4460,71,0.752,0.306,0.52,0.0,0.211,0.347,132.058,159453,-2.9160000000000004
7244,21,0.885,0.457,0.159,1.25e-06,0.0803,0.621,79.928,230333,-3.428
12034,35,0.596,0.0333,0.0347,1.05e-05,0.0844,0.367,130.063,332613,-2.0100000000000002
16360,47,0.783,0.0446,0.517,0.0037,0.26,0.96,94.693,303880,-3.44
14095,52,0.565,0.0354,0.0441,0.00183,0.352,0.888,118.999,227413,-1.2715
23985,2,0.763,0.259,0.0762,0.0,0.26,0.599,87.095,301840,-3.6075
9864,7,0.635,0.559,0.0235,0.0,0.142,0.926,74.814,167993,-6.106
27760,41,0.783,0.0343,0.00916,0.000189,0.0726,0.501,125.968,211747,-2.0700000000000003
15932,23,0.506,0.0609,0.000692,0.00015,0.369,0.397,117.006,210827,-1.5979999999999999
14893,10,0.428,0.0824,7.35e-06,0.000222,0.288,0.309,139.956,280573,-2.284
13205,78,0.338,0.0339,0.58,0.0032,0.116,0.197,82.433,482830,-5.8545
21068,22,0.757,0.0559,0.0246,0.0,0.151,0.637,103.02,204267,-0.739
2076,59,0.571,0.0395,0.00509,0.0,0.0769,0.751,110.958,234147,-0.35500000000000004
10049,64,0.687,0.075,0.0276,0.0,0.0875,0.199,141.018,254481,-3.6414999999999997
31732,40,0.723,0.0785,0.00291,0.239,0.124,0.418,127.983,258750,-1.1965000000000001
8876,13,0.625,0.388,0.552,0.0,0.108,0.256,93.328,148499,-1.9435
32051,24,0.565,0.0313,0.000518,0.0,0.357,0.292,86.983,204000,-4.2305
24240,53,0.781,0.0405,0.106,0.0,0.175,0.43,121.844,322200,-4.6899999999999995
12523,74,0.267,0.096,0.00211,0.0,0.283,0.568,84.989,267307,-1.973
978,13,0.638,0.0765,0.073,0.392,0.278,0.552,124.938,251590,-2.088
24092,36,0.766,0.0729,0.0932,0.00343,0.0825,0.886,119.969,322667,-3.7225
9041,59,0.89,0.296,0.174,0.000589,0.0657,0.656,99.988,247400,-4.4785
22837,75,0.602,0.0443,0.00462,0.0266,0.111,0.577,125.012,467587,-2.497
17939,45,0.82,0.12,0.185,0.0,0.0677,0.67,95.015,279568,-5.677499999999999
24880,40,0.751,0.147,0.0145,2.96e-06,0.0305,0.661,111.819,260400,-3.695
6154,79,0.53,0.185,0.108,0.0,0.135,0.274,160.14,194613,-5.0825000000000005
22217,43,0.713,0.149,0.00522,0.00181,0.108,0.413,86.485,213829,-4.7075
6959,45,0.83,0.124,0.000971,0.0,0.214,0.654,109.321,283307,-4.177
14384,64,0.827,0.0337,0.508,0.403,0.0756,0.904,113.449,269143,-4.5045
1667,31,0.31,0.0331,0.00763,0.0,0.055,0.251,185.892,227493,-2.6494999999999997
23682,71,0.775,0.183,0.0261,2.09e-05,0.112,0.467,112.029,190700,-2.7584999999999997
9685,62,0.794,0.294,0.124,7.71e-05,0.133,0.324,94.984,258507,-3.9149999999999996
18913,67,0.752,0.0415,0.193,3.93e-05,0.0772,0.916,118.015,179213,-1.8215
1257,53,0.648,0.116,0.135,0.0,0.8,0.895,88.988,210559,-4.5975
26096,1,0.747,0.0796,0.0118,0.0,0.138,0.63,88.926,221467,-3.619
8275,24,0.591,0.192,0.0916,0.000109,0.443,0.508,79.793,120620,-2.568
12373,16,0.638,0.0363,0.228,0.000295,0.0524,0.965,128.662,228667,-1.337
8098,4,0.543,0.345,0.0545,0.0,0.193,0.345,109.297,293533,-2.216
4550,50,0.643,0.031,0.00212,0.0,0.391,0.356,105.027,205812,-1.2915
30971,53,0.554,0.0466,0.159,2.7e-06,0.117,0.209,79.979,286880,-1.563
6754,44,0.663,0.209,0.184,0.0,0.103,0.81,149.912,207300,-2.6740000000000004
13184,12,0.56,0.0465,0.0104,0.00123,0.313,0.566,139.962,299960,-3.7665
25091,37,0.623,0.199,0.538,0.0,0.168,0.494,78.951,245733,-4.14
28442,15,0.587,0.0525,0.00411,0.767,0.184,0.123,124.053,160645,-1.927
24081,51,0.783,0.054,0.0337,2.57e-06,0.0519,0.933,117.79,265373,-3.9979999999999998
23875,83,0.752,0.253,0.535,2.55e-06,0.104,0.419,91.97,197437,-3.5580000000000003
4382,53,0.588,0.039,0.0905,0.0,0.0667,0.439,126.753,188773,-2.9004999999999996
9224,45,0.607,0.4,0.128,3.44e-05,0.243,0.564,90.645,170653,-3.1479999999999997
18449,20,0.782,0.0468,0.206,0.0,0.113,0.963,98.017,225493,-2.6275
1345,90,0.658,0.0357,0.0478,0.0,0.12,0.708,93.979,210520,-0.9565
17945,70,0.692,0.0725,0.24,0.0,0.0967,0.777,94.984,228147,-1.9574999999999998
19743,91,0.816,0.226,0.133,0.0,0.0692,0.715,96.493,131607,-2.469
21990,37,0.622,0.0311,0.735,0.0183,0.0911,0.576,78.071,289893,-4.5665000000000004
3400,57,0.755,0.0454,0.183,0.0336,0.128,0.491,97.8,235200,-4.618
4931,68,0.497,0.0455,0.126,1.98e-05,0.274,0.385,148.893,187896,-1.6969999999999998
2570,10,0.771,0.0514,0.147,0.0,0.053,0.881,119.0,218440,-2.3495
29195,67,0.789,0.114,0.0665,0.0,0.0711,0.147,126.0,161453,-2.0995
6873,45,0.497,0.37,0.0154,0.0,0.147,0.677,174.067,228187,-1.3325
12820,56,0.686,0.0493,0.042,0.0,0.0675,0.724,120.084,112493,-2.226
8453,19,0.658,0.155,0.112,3.34e-06,0.125,0.459,152.226,238133,-2.6445
28457,18,0.842,0.17,0.0124,0.0294,0.254,0.389,126.076,158095,-2.821
27507,35,0.759,0.196,0.00968,0.114,0.0131,0.217,125.939,198095,-2.2969999999999997
16893,31,0.858,0.0873,0.218,0.0,0.0633,0.824,132.06,166661,-2.0975
4766,34,0.731,0.049,0.938,0.00785,0.189,0.445,100.982,155821,-8.8625
20607,41,0.699,0.0623,0.0187,0.000576,0.19,0.666,119.997,246933,-6.694500000000001
12301,57,0.521,0.0505,0.00296,0.0683,0.357,0.697,167.378,271400,-2.4275
24086,30,0.707,0.0481,0.0655,1.42e-06,0.567,0.86,100.804,257667,-3.256
26214,31,0.605,0.121,0.128,6.92e-06,0.059,0.63,92.808,290904,-3.857
23487,59,0.77,0.0634,0.641,7.59e-05,0.168,0.489,127.905,280828,-4.88
15342,1,0.529,0.0367,0.0575,1.25e-06,0.299,0.604,148.786,239733,-5.074999999999999
8499,24,0.703,0.0725,0.047,0.0,0.109,0.57,149.991,251069,-1.9569999999999999
24390,4,0.831,0.0566,0.0103,0.0,0.104,0.751,99.492,246600,-4.086
7553,48,0.428,0.399,0.0895,0.0,0.766,0.678,110.017,198093,-2.4299999999999997
2777,26,0.518,0.0374,0.0025,5.02e-05,0.346,0.306,193.964,239960,-1.6215000000000002
67,56,0.784,0.0387,0.0357,0.025,0.0245,0.459,124.994,216714,-2.3505000000000003
19452,47,0.738,0.0735,0.0627,0.0,0.288,0.836,171.962,274027,-2.296
20780,56,0.861,0.116,0.192,0.0,0.173,0.565,112.024,227120,-2.246
26722,25,0.254,0.0446,0.154,0.0142,0.205,0.771,177.194,191733,-2.7430000000000003
19264,97,0.794,0.0842,0.0125,0.0,0.0952,0.677,123.941,183290,-1.8639999999999999
31643,32,0.704,0.0819,0.0131,0.87,0.0909,0.276,120.018,489291,-6.5264999999999995
3640,73,0.462,0.0621,0.00517,0.0,0.18,0.671,168.766,155973,-2.465
2681,74,0.611,0.133,0.0193,0.0,0.332,0.476,122.752,320357,-3.9605
24766,48,0.661,0.0511,0.428,0.0221,0.132,0.888,116.84,297973,-5.163
17340,27,0.591,0.0466,0.498,0.00857,0.206,0.788,130.821,265440,-3.6355
18415,45,0.351,0.0369,0.62,2.08e-06,0.142,0.262,203.357,195368,-8.7005
9999,71,0.919,0.119,0.111,0.0,0.118,0.538,123.947,170000,-3.3095
20763,53,0.678,0.182,0.0556,0.0,0.0534,0.228,127.765,193359,-1.131
2332,74,0.628,0.0916,0.00957,2.65e-05,0.121,0.75,85.984,193147,-2.6174999999999997
31195,29,0.835,0.147,0.000853,0.438,0.337,0.466,124.999,205080,-1.7285000000000001
6860,45,0.844,0.265,0.17,0.0,0.092,0.777,95.081,276040,-1.42
19477,35,0.77,0.168,0.183,0.0,0.323,0.886,75.012,204931,-4.1495
14780,63,0.522,0.209,5.53e-05,0.0,0.246,0.488,121.054,227012,-1.803
8719,3,0.837,0.419,0.436,0.0,0.0849,0.823,81.954,234057,-2.9645
19045,55,0.732,0.201,0.625,0.057,0.105,0.23,94.968,169263,-3.21
10134,64,0.715,0.356,0.366,0.0,0.153,0.646,155.986,179003,-3.9034999999999997
2324,59,0.762,0.0565,0.015,0.0,0.125,0.965,106.008,185587,-1.413
14839,40,0.473,0.0748,0.000105,0.145,0.0704,0.386,131.995,261000,-1.466
20030,8,0.647,0.166,0.0891,0.0,0.377,0.437,175.956,212347,-2.5255
18138,75,0.475,0.0302,0.183,0.0,0.161,0.648,94.605,153467,-3.706
32504,54,0.723,0.0533,0.0211,0.00115,0.238,0.201,127.965,279979,-2.5195
11795,74,0.472,0.0286,0.15,0.308,0.0837,0.171,127.167,382297,-6.1145000000000005
25523,33,0.847,0.0642,0.052,0.00402,0.0795,0.763,140.678,183253,-2.7085000000000004
19791,85,0.522,0.0357,0.894,0.026,0.0941,0.124,109.986,187932,-9.2945
13940,66,0.317,0.0472,0.000449,9.23e-06,0.363,0.544,174.009,175200,-1.8190000000000002
31566,59,0.522,0.0643,0.0126,4.19e-06,0.348,0.102,134.103,200597,-1.1700000000000002
18359,91,0.477,0.0925,0.153,0.0,0.0763,0.345,110.567,202205,-2.1245
12849,3,0.311,0.0554,0.00803,1.38e-06,0.136,0.552,92.32,229200,-1.7025000000000001
28593,13,0.561,0.0432,0.012,0.000378,0.294,0.0468,127.93,177600,-3.167
26903,46,0.607,0.0405,0.104,0.427,0.135,0.268,128.013,157969,-1.568
11779,71,0.533,0.0754,0.00876,0.578,0.0698,0.486,108.9,170813,-2.1824999999999997
12308,48,0.643,0.0476,0.0357,7.28e-05,0.218,0.616,115.061,276067,-3.8595
17255,32,0.68,0.03,0.0141,0.328,0.11,0.0863,110.019,261818,-2.3765
2531,9,0.407,0.188,0.0141,2.46e-06,0.306,0.247,196.093,247267,-2.3105
3629,65,0.472,0.145,0.0372,0.0,0.352,0.486,177.489,201027,-1.8225000000000002
26797,25,0.786,0.0606,0.000906,0.849,0.396,0.745,125.996,200015,-2.707
11318,48,0.643,0.0316,0.303,0.0,0.119,0.228,115.246,240680,-4.077500000000001
30550,17,0.554,0.065,0.061,0.0,0.162,0.6,152.972,174788,-3.3080000000000003
