,track_popularity,danceability,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,loudness_energy_combined
14943,12,0.526,0.0391,0.027,0.000728,0.598,0.793,147.28,220707,-2.3335
20223,1,0.73,0.059,0.00683,0.804,0.451,0.531,126.956,328819,-2.558
2396,69,0.494,0.132,0.000569,0.0,0.327,0.441,160.025,202496,-1.643
30716,22,0.62,0.0372,0.0585,0.714,0.311,0.415,126.035,199904,-2.485
29994,64,0.685,0.0459,0.00231,0.00936,0.0678,0.149,137.976,189878,-2.1439999999999997
7575,33,0.744,0.0381,0.025,0.0,0.333,0.567,143.031,232013,-2.248
12719,61,0.815,0.031,0.434,0.111,0.0689,0.965,121.221,264987,-4.3685
13675,69,0.616,0.0265,0.0578,0.0241,0.342,0.528,117.78,315200,-2.7329999999999997
31612,20,0.529,0.045,0.000969,0.537,0.351,0.235,128.021,178125,-1.1165
32595,5,0.691,0.0387,0.000768,0.869,0.159,0.0435,123.005,503419,-4.337
16276,48,0.686,0.0284,0.203,0.0534,0.126,0.159,124.002,336774,-2.0084999999999997
10449,57,0.928,0.209,0.119,0.0,0.0842,0.264,137.064,196204,-4.413
6932,47,0.874,0.112,0.229,0.764,0.338,0.502,98.88,262333,-7.3595
17664,70,0.946,0.114,0.0778,0.0,0.0608,0.349,102.956,160877,-1.4845000000000002
28660,70,0.675,0.0742,0.0794,2.33e-05,0.11,0.613,124.008,176616,-1.2505
13591,67,0.555,0.035,0.048,0.0,0.0853,0.805,118.642,316707,-1.4155
6944,45,0.84,0.221,0.0867,0.0,0.117,0.734,91.012,266973,-1.165
14172,62,0.469,0.0432,0.000343,1.35e-06,0.548,0.462,143.853,193653,-1.649
7699,46,0.833,0.431,0.0102,0.0219,0.165,0.281,150.062,204600,-4.1805
32709,41,0.689,0.085,0.00707,0.00127,0.236,0.107,128.01,236304,-0.995
30402,74,0.605,0.0316,0.00548,3e-06,0.204,0.164,103.997,176417,-3.249
12923,31,0.659,0.0513,0.216,0.00191,0.064,0.352,139.951,215423,-4.5025
17591,4,0.33,0.033,0.756,1.37e-06,0.0695,0.189,170.049,433533,-4.9855
19334,49,0.866,0.109,0.126,0.0,0.237,0.743,95.032,227560,-2.8415
6738,54,0.701,0.264,0.04,0.0,0.353,0.544,91.747,249783,-3.058
7798,13,0.784,0.0666,0.00723,0.939,0.0966,0.114,135.029,304250,-6.132
18517,62,0.77,0.086,0.0789,0.0,0.153,0.63,90.02,212161,-3.5715
17147,44,0.636,0.0403,0.133,0.0,0.186,0.273,100.034,187513,-3.205
15588,55,0.478,0.0751,0.00473,0.0,0.509,0.482,96.047,182120,-1.0925
15922,46,0.654,0.0563,0.00183,0.0567,0.203,0.524,140.007,307160,-1.7590000000000001
9019,83,0.83,0.235,0.177,0.0,0.128,0.107,85.042,129882,-3.629
12458,62,0.197,0.0656,0.000545,0.414,0.187,0.525,175.068,261387,-3.268
3413,47,0.655,0.0337,0.00793,0.3,0.129,0.449,127.214,474333,-8.224
8101,3,0.956,0.397,0.158,0.0,0.0673,0.564,123.061,137133,-2.5245
16212,57,0.72,0.109,0.263,0.0,0.103,0.703,100.02,184500,-1.7635
28496,66,0.575,0.0356,0.00406,0.000449,0.111,0.377,127.991,223140,-2.5705
4838,44,0.492,0.0557,0.178,0.00264,0.0743,0.491,160.315,178160,-2.561
8185,63,0.756,0.178,0.0744,0.0,0.364,0.632,104.999,235187,-1.5135
30605,26,0.678,0.0413,0.334,0.0,0.0909,0.342,100.05,245772,-2.9995000000000003
13193,31,0.629,0.0467,0.213,0.175,0.113,0.837,88.093,370469,-4.796
30433,64,0.693,0.0578,0.193,0.0,0.124,0.753,127.457,223694,-1.5545
9263,3,0.837,0.262,0.177,0.0,0.119,0.695,143.008,208285,-1.9074999999999998
24037,25,0.591,0.054,0.00411,1.53e-06,0.0289,0.846,98.528,237533,-3.6654999999999998
7386,63,0.741,0.378,0.153,0.0,0.109,0.428,97.092,220964,-3.5805
6499,54,0.705,0.0529,0.107,0.901,0.0761,0.215,79.955,159000,-2.276
26766,35,0.508,0.0322,0.705,4.68e-05,0.145,0.49,136.409,162040,-2.3115
29474,44,0.544,0.0453,0.00215,0.842,0.312,0.0999,130.031,187798,-2.5309999999999997
856,38,0.545,0.031,0.00555,0.0,0.0624,0.525,82.492,222160,-2.807
9324,39,0.494,0.329,0.00589,0.0,0.0344,0.534,86.24,310440,-1.597
6380,56,0.792,0.337,0.134,1.55e-05,0.101,0.39,140.016,199518,-3.0515
14933,7,0.36,0.0289,0.229,0.000792,0.0536,0.247,132.639,354640,-4.678
20842,53,0.541,0.255,0.291,0.0,0.145,0.726,101.237,168147,-2.602
18968,69,0.718,0.11,0.157,5.54e-05,0.1,0.92,173.916,226413,-2.5175
27886,21,0.802,0.0524,3.73e-05,0.753,0.132,0.408,125.0,187200,-2.2845
9137,51,0.719,0.237,0.0415,0.104,0.0825,0.275,85.99,278974,-5.8745
32785,18,0.588,0.0403,0.0228,5.03e-06,0.074,0.465,122.971,231440,-1.9304999999999999
24789,22,0.812,0.0702,0.0098,0.000102,0.246,0.769,108.124,217853,-2.305
4313,27,0.619,0.0489,0.102,0.000248,0.143,0.391,94.013,228511,-3.955
594,76,0.782,0.0309,0.166,1.18e-05,0.16,0.603,118.016,180566,-2.776
7908,56,0.677,0.352,0.0935,0.0,0.0511,0.83,78.443,288573,-2.5475000000000003
26302,25,0.717,0.0295,0.382,0.228,0.332,0.984,132.014,291000,-6.425
13008,17,0.28,0.211,0.00353,0.0755,0.117,0.573,193.325,196440,-1.2635
18738,34,0.725,0.0291,0.0141,0.0,0.101,0.72,127.992,222187,-1.9569999999999999
24594,51,0.796,0.0276,0.245,0.00196,0.0515,0.9,93.278,292067,-3.7840000000000003
28145,16,0.604,0.0554,0.000546,0.866,0.182,0.529,127.865,95625,-3.4255
8120,65,0.779,0.218,0.0577,0.0,0.114,0.412,135.051,142212,-3.322
23884,79,0.69,0.0622,0.253,0.0,0.116,0.544,102.04,210091,-2.2015000000000002
21413,64,0.777,0.0844,0.00769,0.0,0.14,0.698,100.038,163387,-1.475
12713,68,0.655,0.0285,0.0603,0.0789,0.0757,0.765,110.061,291686,-4.8895
32352,28,0.52,0.0801,0.000256,0.745,0.224,0.533,125.896,203400,-1.399
26290,21,0.692,0.537,0.312,0.0,0.119,0.227,129.971,188308,-4.3405
30223,95,0.701,0.375,0.328,0.13,0.1,0.562,135.128,194088,-5.27
7144,30,0.79,0.298,0.00421,0.00311,0.105,0.408,80.103,312000,-4.959
11982,49,0.645,0.059,0.284,0.000534,0.149,0.562,128.682,180760,-4.715
24187,46,0.713,0.0271,0.0298,0.0,0.136,0.564,120.079,381733,-2.2615
15293,70,0.456,0.0894,0.133,0.0545,0.0553,0.532,135.966,301227,-1.344
2743,71,0.565,0.0517,0.00868,4.68e-06,0.12,0.427,102.034,212647,-1.3335
30277,78,0.673,0.0392,0.0692,8.61e-05,0.186,0.262,96.009,172916,-2.725
18929,51,0.801,0.0541,0.285,1e-05,0.163,0.771,94.005,252387,-3.8409999999999997
9288,41,0.615,0.494,0.0316,0.0,0.667,0.284,104.335,246107,-2.7585
2735,13,0.803,0.0444,0.102,7.39e-06,0.0858,0.659,104.999,216575,-1.791
21839,59,0.726,0.154,0.155,0.0,0.0893,0.582,128.099,330945,-6.6915000000000004
27408,56,0.797,0.0429,0.107,0.845,0.243,0.826,125.02,166400,-3.5269999999999997
22961,63,0.544,0.245,0.245,0.0,0.0627,0.418,172.12,187240,-3.6125000000000003
31764,60,0.591,0.0977,0.0998,0.0,0.148,0.472,127.931,189375,-1.2815
28584,21,0.638,0.0564,0.0371,0.00246,0.188,0.118,128.059,202505,-1.1804999999999999
19003,55,0.725,0.0403,0.209,1.01e-06,0.125,0.744,93.992,210440,-2.5340000000000003
10777,53,0.677,0.0504,0.146,0.185,0.111,0.135,84.01,148583,-3.615
10336,46,0.452,0.141,0.495,0.0,0.143,0.198,80.036,192938,-2.4964999999999997
24803,19,0.847,0.0509,0.0243,0.0,0.0948,0.863,105.983,298302,-2.8285
19564,75,0.898,0.121,0.343,0.000623,0.338,0.359,98.992,305114,-3.887
1974,60,0.562,0.0905,0.00119,1.81e-05,0.167,0.602,107.026,197652,-1.9269999999999998
1502,74,0.682,0.0479,0.0843,0.0,0.149,0.744,101.019,195613,-0.994
6497,41,0.654,0.388,0.658,0.207,0.109,0.491,83.205,125714,-3.4124999999999996
19613,32,0.626,0.294,0.481,0.0,0.27,0.591,130.016,213760,-1.7610000000000001
8874,19,0.555,0.495,0.0423,0.0,0.291,0.343,116.905,252823,-2.203
4432,61,0.575,0.0432,0.547,0.0,0.34,0.204,169.886,163340,-1.8815
15417,82,0.579,0.027,0.00574,0.000494,0.0575,0.609,147.125,391376,-4.4879999999999995
10751,33,0.526,0.133,0.38,0.55,0.115,0.24,157.119,189542,-3.4025
8142,37,0.7,0.05,0.0843,0.0,0.101,0.382,110.015,212493,-0.623
11320,1,0.588,0.0224,0.378,0.00227,0.042,0.746,79.701,212933,-2.8585000000000003
15941,64,0.495,0.0339,0.42,0.0,0.187,0.33,135.671,257440,-4.6465
4426,57,0.362,0.0854,0.279,1.08e-05,0.165,0.389,85.201,177601,-2.245
10404,72,0.823,0.0491,0.0105,2.69e-06,0.0453,0.602,100.022,204853,-2.5420000000000003
2040,38,0.832,0.0759,0.056,0.0,0.349,0.831,114.034,222535,-2.7155
27078,32,0.489,0.0911,0.88,0.011,0.263,0.174,93.526,213137,-0.817
18486,62,0.717,0.053,0.233,0.0,0.359,0.586,94.995,216320,-2.0135
22848,48,0.4,0.0311,0.0447,0.838,0.549,0.806,92.299,152040,-3.253
13602,32,0.464,0.0457,0.000184,0.11,0.988,0.346,146.595,289267,-3.5600000000000005
23676,66,0.633,0.0308,0.847,0.0,0.101,0.317,124.042,225387,-2.372
15165,73,0.38,0.0378,0.00298,0.0294,0.104,0.491,99.437,274133,-5.1005
18018,68,0.643,0.0303,0.0267,0.0,0.273,0.699,97.022,312400,-3.16
31571,45,0.673,0.056,0.00426,0.015,0.128,0.111,127.978,256560,-1.074
11278,3,0.315,0.0646,0.000147,0.506,0.334,0.402,119.207,305800,-1.6025
169,57,0.708,0.0389,0.0201,0.676,0.37,0.512,120.012,231480,-3.46
7086,6,0.823,0.13,0.00401,0.0,0.0438,0.824,134.987,245720,-2.0745000000000005
21566,91,0.598,0.0415,0.129,0.0,0.14,0.529,123.935,168387,-4.0665000000000004
4173,1,0.836,0.179,0.114,0.0,0.13,0.818,94.092,273813,-1.268
31177,4,0.821,0.258,0.00154,0.833,0.0809,0.062,125.997,371891,-4.303000000000001
30783,2,0.532,0.0394,0.027,1.72e-06,0.101,0.38,127.989,204223,-1.8900000000000001
19281,71,0.702,0.0879,0.0112,0.0,0.119,0.624,101.99,183573,-1.3535000000000001
27969,5,0.674,0.0386,0.00138,0.699,0.383,0.0376,128.012,304240,-2.7590000000000003
1891,75,0.547,0.0805,0.261,0.0,0.3,0.933,118.208,172867,-2.9539999999999997
2122,72,0.447,0.382,0.0293,5.46e-06,0.167,0.509,175.868,227853,-1.9714999999999998
18066,8,0.659,0.0322,0.412,0.0,0.384,0.835,110.021,176222,-4.5905
21999,39,0.789,0.0324,0.106,4.08e-05,0.298,0.81,110.544,311600,-3.3209999999999997
4673,45,0.628,0.0596,0.0364,0.0,0.104,0.321,106.93,215064,-1.5779999999999998
6299,76,0.86,0.369,0.0408,6.15e-06,0.14,0.15,85.005,225920,-2.6345
5963,61,0.841,0.296,0.336,0.00171,0.104,0.443,115.958,137322,-2.578
16351,69,0.68,0.136,0.0343,0.0,0.0925,0.822,169.184,237960,-5.3445
13667,71,0.766,0.0353,0.403,0.0584,0.183,0.92,128.166,220893,-4.295
6985,36,0.815,0.423,0.111,0.0,0.11,0.599,93.758,273842,-4.889
14039,60,0.658,0.0363,0.715,0.209,0.173,0.74,141.037,225532,-4.7835
22713,72,0.66,0.0294,0.313,0.0,0.283,0.852,133.607,177533,-3.3354999999999997
10196,56,0.805,0.198,0.55,0.0,0.0765,0.717,126.009,163758,-4.6295
32293,72,0.671,0.0397,0.0282,0.00762,0.24,0.803,126.01,189127,-1.5490000000000002
1894,69,0.622,0.0669,0.102,0.00016,0.264,0.687,149.962,211573,-0.8275000000000001
24355,53,0.829,0.108,0.067,0.0,0.0812,0.726,99.581,243159,-4.0205
24931,39,0.579,0.0291,0.788,8.35e-05,0.12,0.184,92.439,328655,-6.097
4112,55,0.608,0.0392,0.0125,0.0,0.211,0.652,105.032,185429,-1.143
28838,66,0.584,0.0395,0.288,0.0,0.186,0.53,90.036,181844,-2.886
2412,71,0.627,0.162,0.21,0.000123,0.137,0.912,175.815,217573,-3.0725000000000002
24681,49,0.857,0.0635,0.0271,0.0,0.128,0.918,104.382,253133,-2.0425
12417,72,0.535,0.0431,0.326,0.0,0.659,0.901,94.379,175173,-2.1545
20731,74,0.66,0.153,0.0192,8.83e-06,0.159,0.625,103.009,193920,-2.2735000000000003
30279,67,0.507,0.0279,0.356,0.0,0.0889,0.333,137.87,235393,-3.0185
7694,79,0.638,0.357,0.00454,0.0,0.0842,0.422,139.913,185947,-3.0705
1769,75,0.541,0.031,0.558,0.0,0.12,0.369,136.956,223840,-3.1824999999999997
16881,49,0.692,0.0466,0.425,0.00256,0.239,0.923,126.228,208640,-1.1235
14531,50,0.192,0.041,0.0854,0.00284,0.182,0.347,169.964,355867,-0.8905000000000001
5793,43,0.818,0.23,0.0561,0.0,0.136,0.407,134.885,185778,-3.4385
7357,1,0.551,0.0913,0.118,0.0,0.109,0.2,79.991,241000,-2.518
16151,8,0.263,0.0303,0.00147,0.0,0.0865,0.26,141.004,251733,-1.9849999999999999
15897,22,0.488,0.0432,7.99e-05,0.00139,0.0684,0.511,86.499,175693,-1.9335000000000002
18969,5,0.637,0.135,0.0373,0.0,0.116,0.578,198.05,197053,-1.2975
26747,43,0.422,0.0473,0.294,0.00137,0.127,0.385,110.447,177687,-2.824
18274,75,0.715,0.0547,0.154,0.000146,0.11,0.682,96.939,212493,-1.3145
30694,77,0.891,0.0558,0.00261,0.000176,0.0504,0.548,134.967,267067,-3.618
27570,47,0.695,0.0643,0.0323,0.00133,0.147,0.342,124.058,188000,-2.613
29457,47,0.512,0.28,0.00617,0.00514,0.536,0.262,129.993,193846,-0.7394999999999999
7064,42,0.768,0.305,0.00185,0.0,0.0901,0.659,79.996,302106,-3.6605000000000003
24079,26,0.735,0.0466,0.31,0.0567,0.205,0.855,112.309,287827,-3.6405000000000003
3713,9,0.611,0.0436,0.0199,0.0,0.0549,0.213,104.981,220573,-2.3155
31405,56,0.537,0.109,0.0119,0.0,0.154,0.299,100.088,178634,-1.9879999999999998
2995,77,0.667,0.0378,0.0425,0.0,0.0761,0.422,149.908,204747,-1.679
9285,43,0.691,0.184,0.00211,0.0,0.0668,0.428,119.562,187270,-2.1805
2288,50,0.724,0.0334,0.0368,0.0,0.196,0.797,128.01,180827,-3.3125
8923,43,0.611,0.237,0.167,0.0,0.315,0.897,91.434,174160,-3.503
14593,55,0.7,0.0342,0.185,0.0,0.0996,0.681,136.008,181492,-2.261
14462,53,0.541,0.0316,0.109,0.701,0.167,0.711,142.592,177987,-2.708
360,72,0.635,0.0377,0.00664,0.0145,0.37,0.15,127.978,202500,-1.4095
32562,59,0.507,0.141,0.00731,0.0,0.562,0.336,128.015,247505,-1.5984999999999998
27273,29,0.467,0.0792,0.37,0.0311,0.0934,0.0569,179.999,261303,-4.393000000000001
6485,51,0.697,0.23,0.494,0.915,0.105,0.715,90.07,88000,-3.5444999999999998
31519,48,0.299,0.066,0.00766,0.000141,0.14,0.291,148.702,162787,-3.4435000000000002
17771,51,0.69,0.126,0.668,0.0,0.37,0.699,155.041,175560,-3.9619999999999997
13906,62,0.527,0.0347,0.0599,0.843,0.204,0.607,83.101,334467,-6.126
2931,39,0.672,0.0897,0.0375,3.89e-06,0.0925,0.417,100.961,240426,-3.776
31983,54,0.542,0.0559,0.19,0.000184,0.515,0.435,144.007,155000,-3.4354999999999998
16513,8,0.755,0.0357,0.00503,0.861,0.0407,0.662,123.022,315316,-4.1765
19389,33,0.849,0.296,0.344,5.98e-05,0.23,0.572,171.936,202653,-1.9754999999999998
23539,31,0.557,0.0412,0.79,0.0,0.0682,0.688,180.001,237230,-3.922
23555,31,0.693,0.029,0.115,0.0,0.0895,0.539,138.024,214227,-5.4624999999999995
28782,10,0.551,0.062,0.00137,0.314,0.475,0.17,129.948,207865,-1.8445
12943,19,0.452,0.0508,0.00275,0.00285,0.375,0.811,176.132,246093,-2.3535
29692,66,0.712,0.225,0.179,1.94e-06,0.203,0.379,123.974,216774,-1.35
3066,69,0.714,0.0354,0.013,2.33e-05,0.0917,0.347,123.002,142439,-1.9130000000000003
9132,54,0.838,0.124,0.136,0.000437,0.156,0.55,120.003,208952,-3.3395
24915,25,0.789,0.0582,0.0701,0.0252,0.0751,0.753,110.943,308573,-5.2245
5307,2,0.596,0.225,0.596,0.000368,0.487,0.652,176.0,225682,-4.659
32766,34,0.644,0.0319,0.0244,1.89e-05,0.368,0.525,128.03,261328,-0.4705
23760,85,0.67,0.0422,0.536,0.0,0.133,0.608,88.033,179053,-1.819
5596,57,0.547,0.0412,0.813,0.868,0.155,0.466,140.674,211150,-4.577500000000001
5457,43,0.689,0.0343,0.233,0.00662,0.114,0.24,119.998,280307,-3.7855
25434,75,0.704,0.0604,0.669,8.64e-05,0.111,0.313,121.726,301893,-2.96
6069,59,0.721,0.306,0.00469,0.0103,0.199,0.568,159.967,228933,-1.8785
31142,8,0.763,0.0434,0.0312,0.912,0.0763,0.465,120.989,420496,-3.828
123,64,0.768,0.112,0.00627,5.33e-06,0.343,0.664,119.971,166000,-0.505
32067,56,0.572,0.085,0.0351,0.787,0.165,0.0396,131.997,180000,-1.988
17435,39,0.542,0.0491,0.162,0.0,0.594,0.227,128.068,194000,-2.1515
31719,42,0.615,0.0367,0.00201,0.687,0.196,0.225,127.991,193140,-2.04
8760,1,0.68,0.51,0.0288,0.0,0.0875,0.146,193.257,233573,-4.666
20705,61,0.683,0.0353,0.0283,0.0492,0.112,0.809,120.013,211800,-2.6715
25421,48,0.499,0.0495,0.199,0.000311,0.334,0.277,117.751,267450,-4.9295
25682,27,0.672,0.0394,0.00115,0.0439,0.084,0.472,94.06,234107,-3.3515
7285,42,0.436,0.0941,0.637,2.68e-06,0.105,0.0861,195.906,142041,-3.1075
32659,16,0.661,0.0406,0.00211,1.25e-06,0.0845,0.0861,123.985,501290,-3.8885
11823,64,0.504,0.0431,0.00878,0.00149,0.075,0.177,102.144,386707,-4.218
6833,42,0.749,0.0611,0.0302,0.0,0.151,0.897,139.935,260240,-4.215
18782,88,0.87,0.126,0.0253,0.0063,0.0872,0.593,100.013,145800,-2.3445
22626,1,0.686,0.0369,0.546,0.0,0.362,0.454,129.999,286067,-2.2975
22001,52,0.489,0.0926,0.00981,0.0,0.234,0.567,168.004,267160,-1.6525
16288,4,0.793,0.0383,0.000601,0.00287,0.0914,0.644,120.012,181000,-1.603
24826,55,0.604,0.0385,0.0681,0.0,0.0425,0.558,74.57,323827,-6.0905000000000005
20352,62,0.737,0.25,0.509,0.0,0.0608,0.483,127.97,205053,-3.0759999999999996
19593,60,0.817,0.092,0.244,0.0122,0.258,0.776,88.011,222680,-4.2575
15791,37,0.504,0.0828,0.000418,9.53e-05,0.102,0.554,94.999,178105,-0.9035
23513,36,0.644,0.0536,0.743,0.00305,0.256,0.937,159.951,230920,-2.7745
31392,28,0.492,0.0821,0.0229,0.0,0.723,0.421,127.975,196875,-1.476
4555,61,0.55,0.094,0.0498,0.0,0.207,0.408,99.904,224487,-3.5355
22318,33,0.553,0.352,0.181,0.0,0.148,0.477,129.802,269960,-2.158
22755,55,0.851,0.0379,0.239,0.0852,0.108,0.911,126.624,300693,-4.4464999999999995
28352,48,0.556,0.0332,0.00388,0.00276,0.0975,0.241,126.072,165785,-1.1709999999999998
22154,74,0.417,0.207,0.0307,1.45e-06,0.179,0.139,68.58,246773,-1.9969999999999999
18717,38,0.636,0.0543,0.0183,0.363,0.11,0.415,127.944,205312,-3.9640000000000004
16812,39,0.699,0.0666,0.483,6.67e-06,0.116,0.554,120.013,168211,-4.5515
24539,38,0.798,0.151,0.00941,5.09e-06,0.0637,0.96,78.884,235400,-4.086
3772,24,0.597,0.127,0.0226,0.0,0.224,0.506,95.134,164750,-2.7345
12355,23,0.608,0.354,0.026,2.39e-06,0.043,0.745,134.03,191947,-4.0525
30120,64,0.606,0.0283,0.000151,0.00165,0.0745,0.179,127.986,251613,-2.7665
5486,36,0.841,0.116,0.271,0.0,0.0577,0.847,107.992,168692,-3.859
15987,10,0.36,0.0838,0.252,3.77e-06,0.0802,0.683,79.39,263827,-2.3455
30191,63,0.692,0.0502,0.0121,6.59e-05,0.199,0.798,134.056,195889,-1.5605000000000002
3714,65,0.588,0.0496,0.104,0.0,0.089,0.429,124.909,203686,-1.7845
28941,34,0.746,0.247,0.00893,0.0166,0.139,0.285,128.066,170322,-3.368
24418,59,0.59,0.079,0.00389,4.69e-05,0.0577,0.63,188.269,276067,-3.415
6976,6,0.835,0.199,0.0356,0.0,0.288,0.613,105.966,236000,-2.361
3965,64,0.55,0.094,0.0498,0.0,0.207,0.408,99.904,224487,-3.5355
16501,37,0.485,0.0356,0.507,6.28e-05,0.162,0.414,115.914,138364,-3.747
15247,40,0.689,0.0315,0.00028,3.38e-05,0.0986,0.43,136.988,278213,-3.028
19520,90,0.817,0.0758,0.0549,0.0,0.103,0.662,104.957,215460,-2.7795
29388,21,0.623,0.147,0.000271,0.0655,0.265,0.206,128.053,270289,-2.5650000000000004
27180,28,0.65,0.0335,0.0359,0.717,0.0639,0.19,118.016,301017,-3.5555
9680,58,0.792,0.33,0.0619,2.32e-05,0.25,0.804,177.094,309773,-3.9010000000000002
10098,49,0.874,0.452,0.209,2.41e-06,0.0993,0.213,147.072,127561,-6.612500000000001
21288,56,0.544,0.105,0.0201,0.00236,0.84,0.732,120.069,357053,-0.7505000000000001
12731,55,0.55,0.0523,0.336,0.125,0.382,0.724,136.542,237120,-6.051500000000001
26692,44,0.422,0.0663,0.612,0.00078,0.335,0.476,157.555,180200,-4.2855
16851,60,0.727,0.0345,0.202,3.27e-06,0.414,0.699,100.002,170562,-1.9345
7626,38,0.791,0.0416,0.64,0.0,0.0926,0.553,110.105,279507,-4.0015
6533,41,0.529,0.567,0.956,0.943,0.118,0.406,81.216,208193,-5.332
25504,47,0.679,0.219,0.156,0.0,0.188,0.778,84.968,218720,-2.383
29621,46,0.652,0.0865,0.00787,0.0,0.333,0.687,111.973,158036,-5.1835
23523,34,0.818,0.0352,0.513,0.00922,0.0588,0.629,104.978,283200,-4.168
28994,29,0.613,0.141,0.00583,0.0324,0.335,0.322,128.002,228127,-0.8074999999999999
16559,57,0.69,0.0514,0.0019,0.254,0.122,0.125,114.986,319677,-2.382
14266,66,0.637,0.0349,0.911,0.00146,0.103,0.296,82.879,339533,-9.326
28732,44,0.498,0.0553,0.00144,0.0165,0.0789,0.0375,127.794,219410,-1.7474999999999998
2763,40,0.72,0.0275,0.0259,2.74e-05,0.309,0.572,101.0,218600,-2.0315
27677,2,0.502,0.0363,0.00429,0.769,0.377,0.062,128.125,248447,-2.681
20863,49,0.632,0.297,0.314,0.000346,0.106,0.355,118.969,174000,-2.1185
91,75,0.404,0.0496,0.198,0.0,0.114,0.112,148.036,220730,-1.972
20528,62,0.891,0.244,0.139,1.61e-05,0.0805,0.404,98.093,204500,-3.4215
20719,73,0.378,0.075,0.02,7.66e-05,0.0849,0.735,184.086,250627,-2.469
13110,2,0.453,0.0313,0.705,0.000308,0.0892,0.344,120.415,356093,-7.0935
25344,55,0.682,0.087,0.388,0.000138,0.385,0.516,87.469,145947,-3.158
25459,49,0.491,0.0928,0.955,0.0008,0.168,0.422,84.33,170455,-7.6545
13122,72,0.619,0.0353,0.00165,0.0109,0.331,0.777,129.267,211933,-4.8245000000000005
28091,16,0.588,0.0521,0.0074,0.0,0.146,0.585,124.953,192000,-2.679
26061,27,0.748,0.07,0.0472,0.00254,0.11,0.838,79.95,303227,-4.2105
25143,38,0.777,0.0318,0.532,0.0,0.0719,0.825,108.062,281467,-4.875
14703,49,0.775,0.0306,0.000868,0.0721,0.177,0.649,125.612,324413,-4.0255
11950,76,0.675,0.0278,0.633,1.76e-05,0.088,0.454,81.998,209493,-4.6955
21638,49,0.73,0.139,0.23,0.149,0.134,0.361,77.599,204124,-4.0584999999999996
14511,58,0.739,0.0346,0.184,0.244,0.131,0.818,125.11,352933,-7.9475
25131,30,0.792,0.0537,0.0239,0.000999,0.0491,0.9,120.639,409333,-2.94
6709,43,0.603,0.191,0.0308,0.0,0.863,0.827,86.652,188108,-2.8155
8467,28,0.734,0.102,0.0155,0.0,0.141,0.338,82.978,167579,-3.2615
4527,3,0.693,0.192,0.0398,0.0,0.186,0.663,85.026,218480,-3.8629999999999995
16956,53,0.788,0.106,0.21,0.933,0.109,0.858,87.595,73171,-2.295
27234,65,0.735,0.0475,0.0456,0.000152,0.238,0.615,124.007,150000,-2.0835
9660,4,0.769,0.048,0.0291,1.46e-06,0.386,0.772,91.53,284907,-1.0765
5150,58,0.407,0.0747,0.0113,0.0025,0.192,0.119,151.993,214733,-1.6150000000000002
10523,37,0.767,0.185,0.00942,0.361,0.0753,0.48,160.016,207000,-6.4235
29900,35,0.454,0.249,0.127,0.000541,0.473,0.602,121.93,188710,-2.0380000000000003
22700,5,0.599,0.0475,0.888,0.000612,0.121,0.317,125.388,280493,-11.4355
29011,11,0.682,0.109,0.0173,0.175,0.188,0.309,128.008,251794,-2.4025
11210,74,0.852,0.501,0.0599,0.0,0.146,0.258,140.042,236571,-3.8039999999999994
8157,3,0.491,0.123,0.0347,0.0,0.135,0.558,98.092,219640,-3.3810000000000002
22826,76,0.776,0.0979,0.0537,0.0,0.344,0.491,92.027,190435,-2.144
13809,39,0.589,0.0334,0.116,0.0,0.0987,0.693,118.495,216000,-3.3289999999999997
4299,44,0.73,0.0419,0.201,7.11e-05,0.0562,0.374,105.036,167228,-3.5814999999999997
17829,87,0.737,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227,-0.8960000000000001
15021,58,0.407,0.0704,0.000643,0.591,0.128,0.519,113.98,204360,-3.5525
5333,3,0.454,0.0297,0.167,0.102,0.202,0.134,73.552,290707,-6.181500000000001
13502,41,0.522,0.0515,0.0239,0.0715,0.295,0.939,166.093,127400,-3.7899999999999996
19288,71,0.75,0.198,0.187,0.0,0.0548,0.893,183.817,195213,-2.0380000000000003
9515,19,0.688,0.196,0.0926,0.0,0.116,0.565,87.818,200647,-3.556
22434,77,0.689,0.0301,0.488,0.00016,0.0659,0.537,126.754,184060,-3.5555
25902,36,0.634,0.0962,0.0997,0.00035,0.298,0.729,83.082,260440,-4.908499999999999
16174,54,0.362,0.0725,1.25e-05,0.312,0.0831,0.371,166.007,314573,-2.7265
14421,72,0.509,0.115,0.979,2.72e-05,0.387,0.229,207.97,175961,-12.31115
25462,12,0.665,0.0433,0.665,0.378,0.153,0.364,77.989,185017,-5.135
20452,72,0.563,0.127,0.113,0.0,0.0788,0.812,173.906,222920,-1.8730000000000002
2881,27,0.643,0.0595,0.0602,0.0,0.0723,0.524,100.152,223863,-2.119
18117,57,0.428,0.0978,0.697,0.0,0.764,0.574,145.353,243942,-3.8805
12725,56,0.717,0.0305,0.587,0.103,0.0869,0.703,123.213,204227,-6.774
28504,42,0.667,0.0334,0.00856,0.865,0.197,0.292,128.052,277547,-2.5135
6388,54,0.596,0.39,0.035,0.0,0.152,0.742,128.004,192578,-3.2605
